Product code,Product label,"Korea, Republic of's imports from Japan-Value in 2012","Korea, Republic of's imports from Japan-Value in 2013","Korea, Republic of's imports from Japan-Value in 2014","Korea, Republic of's imports from Japan-Value in 2015","Korea, Republic of's imports from Japan-Value in 2016","Korea, Republic of's imports from Japan-Value in 2017","Korea, Republic of's imports from Japan-Value in 2018","Korea, Republic of's imports from Japan-Value in 2019","Korea, Republic of's imports from Japan-Value in 2020","Korea, Republic of's imports from Japan-Value in 2021",Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",7742,7406,6659,5686,5487,4114,4137,4156,3706,3913,,109957,101577,102861,98196,136307,184917,203914,189944,166848,172195,,36933,40897,46974,48081,41990,42309,47400,44729,42946,48219
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),5554,9808,15722,3823,7779,9568,4920,4285,7603,3901,,125488,139649,141876,139621,188472,132924,142723,160402,149666,189597,,83003,86080,103761,74293,122909,93169,89449,100676,100548,122999
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",3840,4999,3142,2656,1666,2604,3324,5507,2097,3899,,30609,32586,30627,30625,34061,35187,37325,39208,37917,40227,,22266,27343,22354,22533,21464,21617,25086,27617,28129,36540
290619,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or ...",1986,1793,1356,1032,1149,2012,1490,2072,3015,3898,,19808,18515,17684,14592,13652,15166,16686,16463,16594,25591,,15162,13913,11848,11323,14144,14061,22270,23052,21837,33023
700231,"Tubes of fused quartz or other fused silica, unworked",17217,14474,10741,10366,7644,4336,7466,2862,3731,3897,,38945,34787,33131,32177,42717,43418,43384,36652,25849,23110,,51068,37252,33582,36423,35739,48600,42178,30092,31848,40013
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters ...",15889,11315,8755,7214,6935,10103,9075,6137,3529,3883,,438512,419622,433981,381665,547421,724460,773739,685946,639773,686810,,57197,66955,60401,56219,55055,57928,57726,52917,67920,65688
871410,"Parts and accessories of motorcycles, incl. mopeds, n.e.s.",2929,2612,2891,2884,3281,2939,3487,3378,3773,3881,,911203,773037,701356,560345,566455,602003,560301,595865,540172,731234,,28100,32701,41287,39369,40466,37311,37828,41081,54355,72948
820760,Interchangeable tools for boring or broaching,11015,8089,7847,9785,10046,8078,5468,5997,4624,3877,,73111,78159,78655,79822,77082,74716,74321,72065,57495,61861,,20229,19306,18505,19633,17947,16668,18840,14240,12740,10609
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",2124,2711,1973,2028,2485,2707,2942,2048,3315,3863,,13025,17479,18425,19631,23535,25707,27744,29751,29122,35422,,14816,18170,13277,13696,18947,22208,21356,26126,28142,28047
730490,"Tubes, pipes and hollow profiles, seamless, of non-circular cross-section, of iron or steel ...",34458,42577,23786,33404,19130,11039,11000,10061,5809,3861,,17089,15712,18858,16023,6993,7408,5997,4221,3500,4687,,147726,145052,120251,87762,52795,42169,39674,41961,24889,42351
690220,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",2794,19150,3649,2673,2318,2204,1084,2429,1875,3860,,49795,39412,34974,26121,28629,20148,33121,25826,18865,34516,,49090,43314,68521,42116,79912,88617,85644,94278,76971,93383
620342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of cotton (excluding ...",1140,1518,1977,2443,2711,2592,2421,3116,2331,3847,,21668,20696,21979,22722,31687,26860,28945,34632,30598,37784,,257843,308624,332389,335279,299343,291636,305264,291192,253212,279418
340220,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning ...",3463,3757,3384,3091,4132,4406,4776,4492,4606,3834,,60599,51254,62055,68214,101642,137364,175000,218134,231308,245365,,61107,80200,81138,85541,96601,103115,112659,117940,111905,152200
271220,"Paraffin wax containing < 0,75% by weight of oil",6370,4536,4485,4418,4265,4634,4180,4082,3623,3832,,60745,65524,56906,56227,53749,65851,53513,51336,49461,60319,,34926,32846,31355,28155,23911,25324,27536,22261,19508,24974
853225,"Fixed electrical capacitors, dielectric of paper or plastics (excluding power capacitors)",510,766,753,956,1445,2690,2521,2632,2423,3831,,121121,110879,111363,99217,105040,114053,125923,121382,136188,185337,,42836,37915,37895,28708,29971,28223,31210,28144,34226,45677
251310,Pumice stone,5897,4626,4792,4146,5042,4590,4829,3799,3460,3819,,18970,17437,17465,15597,19225,19971,21849,19423,19825,24249,,6750,5496,5997,5308,6518,6485,6661,6059,5589,6470
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...",999,929,725,874,1034,1767,3103,2692,3047,3818,,33416,27256,28995,26113,29874,30200,31852,29228,28039,36902,,3728,3528,3944,7045,12318,7111,8183,8306,7621,8540
721240,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",4719,6636,6076,4299,4360,4894,4551,4983,3154,3818,,37808,39677,39890,34550,30534,24856,24246,23093,21259,27340,,23843,21408,24695,30117,38589,10725,7594,8000,10709,11445
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their ...",7303,7464,7625,6124,5652,5875,5416,4701,4305,3813,,19236,20618,21074,19073,19933,21973,23427,21520,21591,23340,,41655,46935,45495,39958,37834,45281,46034,36606,35199,40812
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",5340,5884,3143,3497,3605,2663,4854,4409,3097,3810,,43966,44259,51723,79182,193861,313250,391723,319535,310657,305523,,33235,39617,37699,40836,44072,48991,48566,62244,44648,55683
760521,"Wire of aluminium alloys, with a maximum cross-sectional dimension of > 7 mm (excluding stranded ...",2103,2263,1827,2013,1629,1608,1676,1684,2003,3806,,19427,16833,25329,26858,20705,25680,23930,18210,19112,27288,,6688,7795,8472,9101,8509,10049,9519,8499,8349,15198
621149,"Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excluding of ...",129,428,361,579,681,921,1162,1564,1261,3805,,4874,3468,2723,2255,1810,2809,1319,1229,1629,5382,,21823,25967,35006,47423,54145,45829,52364,63739,77229,131848
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",6307,5796,4958,50660,14857,603,3257,2509,1782,3797,,172058,26705,139177,13963,41341,14007,36152,11887,45887,8328,,14722,138772,81423,358257,102498,89872,8050,25354,2146,10097
853110,Burglar or fire alarms and similar apparatus,3365,2505,1462,783,1270,2263,4505,3397,3065,3793,,48562,39408,36490,35228,48975,50407,50425,54744,50071,65483,,49679,60884,71005,65596,59512,52541,52344,56533,50425,55604
901600,"Balances of a sensitivity of 50 mg or better, with or without weights",2027,1314,1425,1564,1728,2732,3166,2650,2763,3765,,26326,22567,22829,18763,20037,20063,21529,21463,18222,20050,,9960,11748,11214,13639,11778,14570,17734,17422,15401,20026
481013,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",15272,21580,23526,26330,22846,19667,3688,9150,7293,3755,,133567,164881,151577,164186,153348,176598,304796,206610,193689,258150,,55910,68623,81261,69040,43767,37174,25701,29522,28466,19373
841899,"Parts of refrigerating or freezing equipment and heat pumps, n.e.s.",2784,1842,1996,3398,3917,6661,6310,7166,3649,3745,,85705,68095,75493,70214,73123,82591,84320,76825,80722,98096,,53252,51467,52682,53629,70279,77372,95349,132059,128722,141856
420292,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",696,499,527,1719,3060,1901,2129,2245,2130,3741,,19968,18022,21709,30810,30585,23675,31266,30642,37219,54724,,190143,218876,262386,271278,281600,309158,342185,373967,383656,457414
282560,Germanium oxides and zirconium dioxide,8095,6722,7485,3177,3111,3322,5282,8857,6057,3737,,97668,78706,71637,59758,75436,80433,85230,83271,75048,85412,,33665,25660,25545,25984,15637,24217,18811,25231,33941,35941
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",2884,4893,3747,3653,4405,3140,3525,3974,3886,3729,,43662,39982,36931,36044,42793,42948,49366,48554,70347,42305,,9751,13410,11800,10976,15702,12979,14430,15856,14921,14813
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",9129,6935,7608,7204,6716,7343,4801,4764,5147,3719,,96123,84163,116832,109050,85583,87617,63972,58407,88922,110554,,54140,53998,47992,79243,55441,50734,116875,81134,103642,160213
701990,"Glass fibres and articles thereof, n.e.s.",2791,2454,2265,2422,1731,1887,2515,2344,3964,3716,,64277,44381,39653,30508,33329,34818,29528,33477,33860,39994,,35324,68067,78900,92323,90958,84707,94971,82693,106206,114930
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...",297,532,818,305,343,584,1972,3318,3874,3701,,4519,2838,2069,1510,7843,6452,6347,3980,4686,3546,,1214,2411,1338,2595,2631,1387,2666,6033,5698,5958
721590,"Bars or rods, of iron or non-alloy steel, cold-formed or cold-finished and further worked or ...",5996,8438,16722,23922,17514,2626,2417,3405,2763,3679,,11060,5855,4787,2782,3220,2813,4124,4360,3557,5223,,59738,89899,89812,99304,84923,85917,76829,59275,43104,78998
691200,"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ...",4701,4433,4014,3763,4558,3747,4044,3231,2908,3668,,21193,21535,23699,26223,31711,31079,32234,33219,44726,64492,,52264,65550,77714,92442,87333,76633,79242,71225,68010,75574
290514,"Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""",8885,9868,8843,7080,3010,2710,3226,2350,14427,3665,,28829,28425,21963,35728,18568,8797,6912,7934,17819,8224,,13518,36798,58193,37545,42243,32116,43578,54349,69376,65571
391290,"Cellulose and chemical derivatives thereof, n.e.s., in primary forms (excluding cellulose acetates, ...",3017,2705,2458,2645,5484,3227,3004,3318,3569,3662,,21038,15598,16533,21696,23207,25464,30758,31249,41776,43082,,19312,22612,22013,22892,24836,24429,25238,28015,28424,28475
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...""",11914,7419,7347,6044,4986,3890,4446,2494,2641,3660,,81710,78495,101613,98426,112156,113115,141567,121201,111194,141180,,33313,72999,65532,45091,67908,95834,121074,67388,102049,71779
820420,"Interchangeable spanner sockets, with or without handles, of base metal",2531,2226,1727,1560,2354,2560,2747,2268,2426,3623,,14964,14958,14569,12298,11695,11460,12857,11617,10441,16070,,7831,7533,7406,7779,8182,9505,9291,9329,9327,12665
910211,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",4895,5787,5856,5163,6466,4641,6698,6682,3058,3609,,83165,70309,97213,79014,81268,73132,69647,83982,93721,117146,,133794,135987,156682,138020,165074,167862,245324,238306,176278,189642
847940,Rope or cable-making machines (excluding twisting machines of the type used in spinning mills),1087,454,226,1243,1168,133,110,504,309,3601,,13854,10523,13033,16345,11929,6525,10606,20564,5740,7478,,13656,9319,3868,12331,7572,6157,6972,5180,8067,8065
480257,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",7,268,1638,1737,1906,740,2490,2165,2926,3596,,40222,38231,40551,41612,45503,43952,54121,35143,26520,29157,,15604,20342,24630,24948,23015,23752,27290,24791,21415,26331
480890,"Paper and paperboard, creped, crinkled, embossed or perforated, in rolls of a width > 36 cm ...",124,79,105,47,157,215,2549,2197,2295,3582,,4790,3628,2347,2101,2228,2641,4918,2507,2304,2289,,2680,2771,3490,2745,3685,3861,8401,6916,6163,7392
841861,Heat pumps (excluding air conditioning machines of heading 8415),1898,2137,1632,2856,698,951,2240,1974,2353,3554,,117543,164622,127162,129282,112520,122116,118281,135275,142567,206091,,2702,2431,2286,4877,2180,2406,5246,5006,5993,7009
848490,"Sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, ...",5584,3418,4598,4372,4271,4819,4656,3488,3679,3550,,95238,83953,89183,74431,77171,82121,75783,74338,69071,88471,,35875,40543,31732,27149,31445,33268,34779,21551,19265,23521
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",1566,1122,631,2368,1992,2794,1326,3626,3453,3541,,149087,136865,132927,130591,132872,144553,129475,108654,83132,93429,,38914,30130,47839,55942,83464,73912,69433,73360,73588,92278
902410,Machines and appliances for testing metals,7043,6311,5404,6765,4465,8846,6489,4705,5195,3526,,30075,22258,22308,14203,17298,13578,14485,13175,6524,10065,,33436,50246,35681,41527,35467,42893,37611,31540,36615,30556
845899,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excluding horizontal ...",13524,14043,10151,5316,2457,3055,3688,2680,1884,3515,,9786,6060,3308,2314,1808,3502,3187,1458,1080,771,,26912,24436,20081,14382,9360,11226,12322,6119,5184,7186
283699,"Carbonates and peroxocarbonates """"percarbonates""""; commercial ammonium carbonate containing ...""",5701,3235,4500,1893,3268,4229,5075,3875,3269,3514,,18407,16067,16554,12560,14879,15629,17994,15276,15328,17848,,15527,16324,14434,16483,17834,33213,47618,29750,33196,42074
846090,"Machines for deburring, grinding or polishing metals, metal carbides or cermets (excluding ...",13318,12712,6211,13195,11573,7551,6834,6797,1701,3500,,403560,263038,277353,251536,232104,92858,108274,78644,57113,44898,,22073,35575,20490,29781,16932,16455,16362,16274,7372,10686
481141,"Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls ...",1589,1508,1481,1316,1732,2274,2487,2528,2471,3488,,80646,68386,66721,101600,133621,133604,148279,137604,137420,165142,,35388,33182,36609,39469,42245,45137,46727,44049,49853,61951
811292,"Unwrought niobium """"columbium"""", gallium, indium, vanadium and germanium; powders and waste ...""",17776,31265,34106,17168,3864,2779,4664,5485,3800,3487,,39591,47151,55301,29431,13210,9208,8409,6384,10450,9635,,50735,81746,74583,56301,24180,21144,67245,24453,14880,65998
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",8281,3697,5333,8058,16614,1965,2646,2742,2501,3472,,1969246,1561710,1492776,1183827,996829,1050072,1007519,1059841,824855,1060445,,125040,122960,137935,139976,167296,201438,217911,234425,230540,251081
591132,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",6322,5184,4477,3952,3817,3229,3562,3612,3186,3445,,40843,41224,39024,37193,39867,47624,46063,41733,39803,33486,,37224,35716,32327,32762,29135,27874,27182,25087,25069,24551
854320,"Signal generators, electrical",5236,4286,4659,4084,3821,3416,5119,2994,2940,3434,,195718,295101,435530,564867,395759,279565,354235,508509,834887,798808,,37619,48406,37515,43041,45056,59597,64621,73711,43864,48041
960610,"Press-fasteners, snap-fasteners and press studs and parts therefor",3492,3326,3116,3919,4219,4556,4162,4429,3647,3430,,108082,99847,95292,81645,83412,92316,95678,98727,86789,100651,,14453,13996,13656,11701,12462,10962,10981,10257,8383,8688
281610,Hydroxide and peroxide of magnesium,12163,9377,9617,9825,12133,7264,6270,4856,3151,3417,,23695,21712,23212,21736,25248,24968,23623,20065,18334,18641,,21568,18396,21426,26248,22959,18211,13816,14333,12504,13030
540333,"Filament yarn of cellulose acetate, incl. monofilament of < 67 decitex, single (excluding sewing ...",9419,10857,15308,9551,7112,3486,6317,8714,4110,3392,,16933,13898,9192,8831,5545,6427,4580,3969,3297,4411,,78235,92375,97055,85199,61524,51765,48319,48102,33323,44397
410150,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired ...""",7862,8804,9571,7402,4260,5194,4356,2944,1718,3387,,28764,33166,26366,20887,11955,16170,12105,9443,5741,13338,,457998,448102,450875,431636,292562,297592,228770,169119,95261,135957
290241,O-Xylene,3113,12189,247,9934,19742,19109,3720,4234,3515,3378,,60109,69198,64447,42283,40539,42549,33224,28291,17141,23864,,5867,26661,4693,16051,38138,22168,9472,4258,5258,7476
850432,"Transformers, having a power handling capacity > 1 kVA but <= 16 kVA (excluding liquid dielectric ...",2683,3455,6349,7555,2538,4847,4075,2431,2560,3375,,21461,21204,27828,16338,18020,20590,18446,13225,21299,13983,,15248,15180,14188,19529,10161,17094,17235,11158,9259,13645
847130,"Data-processing machines, automatic, portable, weighing <= 10 kg, consisting of at least a ...",11294,6807,20285,6021,5357,5373,3864,4023,3373,3374,,931266,850509,668294,610225,600349,572804,578025,571705,547276,567754,,1811183,1791005,1848781,1706756,1852511,2314068,2390393,2705992,3470964,4365444
560313,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",5182,3469,5315,3468,4048,3348,2476,2377,2069,3372,,57044,50277,57040,51700,57428,49984,52985,53050,49417,55435,,31503,30136,23356,20521,24573,29594,36364,32013,44725,41990
903220,"Manostats (excluding taps, cocks and valves of heading 8481)",184,86,95,90,5897,12230,5631,3956,4944,3367,,58999,60160,56242,58811,69216,85860,91895,80123,76512,88194,,5894,2220,2161,2222,7447,14485,8944,9720,13912,12813
281830,Aluminium hydroxide,26500,18932,20706,17125,14973,10804,7278,3611,2013,3367,,57018,44957,48949,34026,34051,33053,32480,27333,23702,32114,,114253,115714,129265,121700,135995,143104,162306,160638,129576,160563
391231,"Carboxymethylcellulose and its salts, in primary forms",3883,2478,2418,2436,2777,3058,4463,4722,4260,3348,,26723,21661,22468,20897,26438,28052,36643,37074,43916,53819,,13114,12828,14539,13637,13675,15406,17041,17953,17834,22462
480269,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",1393,2620,2964,1253,1492,992,1746,1376,2146,3319,,1576,1331,995,1056,683,574,1044,742,591,1065,,6363,8328,8831,8373,9354,9632,7052,4954,5735,6747
