Product code,Product label,Germany's imports from United States of America-Value in 2012,Germany's imports from United States of America-Value in 2013,Germany's imports from United States of America-Value in 2014,Germany's imports from United States of America-Value in 2015,Germany's imports from United States of America-Value in 2016,Germany's imports from United States of America-Value in 2017,Germany's imports from United States of America-Value in 2018,Germany's imports from United States of America-Value in 2019,Germany's imports from United States of America-Value in 2020,Germany's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
401036,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 150 cm but <= ...",289,315,243,752,487,654,601,641,291,656,,2173,3212,3379,4109,2240,2566,3164,3010,2207,3193,,21349,20593,16474,9931,6961,7040,6760,5545,3705,5488
902830,"Electricity supply or production meters, incl. calibrating meters therefor",562,324,618,605,735,742,918,732,472,655,,341603,285738,327838,344947,412917,310295,380824,446429,340518,178338,,75481,75039,76059,62964,68229,66361,103959,118131,113382,148200
730719,Cast tube or pipe fittings of iron or steel (excluding products of non-malleable cast iron),1618,1142,1237,1271,927,987,974,692,731,655,,189311,194255,196064,195354,162589,162658,179030,172036,142334,154064,,164340,145664,148804,130829,121169,126025,140105,126463,116647,149556
382440,"Prepared additives for cements, mortars or concretes",866,623,624,700,476,455,421,798,336,654,,163281,162706,162907,140391,117763,140675,159658,159284,118805,116898,,36328,41200,48659,39871,39707,43310,46585,47439,49384,63008
390750,"Alkyd resins, in primary forms",364,339,348,349,351,423,421,501,554,652,,56374,55658,62831,57552,69283,84863,79187,64609,59810,167965,,89491,91510,79541,65698,70503,73287,72569,56378,52812,67073
293721,"Cortisone, hydrocortisone, prednisone """"dehydrocortisone"""" and prednisolone """"dehydrohydr ...""",1231,1787,1394,1248,1594,1242,1400,1394,2368,652,,30868,41863,49572,46936,32447,19637,23935,25437,27964,19233,,20344,18289,17500,13917,13575,10476,13669,15003,12736,7865
843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.",2845,2000,2718,789,297,557,382,225,430,649,,131289,102920,103798,96901,91062,87160,79839,77645,61561,67322,,40220,32858,32540,30397,23646,18667,21938,17433,23534,35047
720229,"Ferro-silicon, containing by weight <= 55% silicon",0,201,248,660,410,623,1242,952,739,648,,23129,29362,21860,27174,17398,14019,14316,9195,7715,15684,,37065,33888,37538,30224,27639,26481,31728,25490,19920,22914
590190,Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a ...,1331,949,964,427,648,314,375,301,234,648,,15379,12771,13081,13269,12331,13839,13967,13609,15686,17772,,24567,23966,21660,21368,19899,19418,19756,20222,22737,32151
900710,Cinematographic cameras,132,282,299,302,128,72,2247,98,772,646,,26686,12921,12828,16374,20576,19458,20096,21890,15147,18640,,2725,2234,4607,3749,1225,267,3695,1319,2968,2231
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",1558,1080,1043,714,525,683,580,516,538,644,,47529,50277,54149,51595,35258,25979,18363,15511,15469,14507,,31275,28375,22685,20399,24013,25217,29535,21822,21805,22039
901060,Projection screens,755,875,897,527,1334,830,1814,929,500,642,,67852,58198,52233,46276,38221,38282,38761,32315,22333,21482,,29840,27908,25889,17612,21647,19777,22517,17618,18113,24718
480540,"Filter paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets ...",1366,685,1220,1273,765,890,1013,947,773,642,,102379,98198,92289,61111,55483,52580,54414,51429,47520,61018,,23248,25525,30341,26000,23405,24719,23199,23223,23318,31645
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",1310,9347,3447,2946,2932,2764,697,450,405,641,,25517,28932,32796,33476,37897,20698,11868,24111,21644,22035,,44285,54964,85139,59621,62059,75522,64698,67398,55386,78118
282300,Titanium oxides,374,556,597,255,393,664,314,247,107,640,,15100,11218,11734,9855,11907,11889,12410,13801,14741,50502,,72694,85611,95570,71110,70759,106283,112087,85239,73422,117438
621132,"Men's or boys' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",80,221,388,1125,639,261,277,1360,245,640,,43194,40357,43013,33116,29052,30268,42269,41292,27344,35402,,39169,33009,32855,30950,33611,37230,40368,36127,40143,38952
390220,"Polyisobutylene, in primary forms",491,527,643,2481,2054,7933,1246,1095,648,639,,94723,88687,98209,107505,98529,93303,89113,89359,88858,99481,,49359,54916,54934,41505,44045,56104,72356,71260,66030,57888
731813,"Screw hooks and screw rings, of iron or steel",823,1002,911,820,848,852,884,822,768,639,,27112,17550,13381,14167,9849,9581,11202,11027,10922,8171,,18676,18940,21255,19827,19723,29855,36545,35421,29792,37108
291529,Salts of acetic acid (excluding inorganic or organic compounds of mercury),631,657,1150,1825,1548,2202,828,1027,938,635,,25894,22215,23349,18632,17109,18984,21340,19870,23596,25484,,20188,17660,17706,16232,16767,20033,21562,28245,22317,29335
293420,"Heterocyclic compounds containing in the structure a benzothiazole ring-system, whether or ...",971,926,603,467,638,932,1151,450,594,631,,19342,15552,27553,22535,21886,24550,26927,34253,26227,33665,,126840,108251,49767,30562,39328,47205,48184,77905,53796,44063
40811,"Dried egg yolks, whether or not sweetened",1937,1433,1029,626,563,1729,979,1654,1586,630,,22583,17916,22324,20788,18129,22605,24727,28886,24342,18617,,20988,19752,17612,13540,12713,14025,19069,18330,19671,19692
392111,"Plates, sheets, film, foil and strip, of cellular polymers of styrene, unworked or merely surface-worked ...",136,152,535,658,783,471,1231,1432,1371,629,,121356,117382,138500,139521,155499,154435,165716,160806,155222,110008,,154633,155599,118080,147416,164977,192679,160693,116053,112067,177625
100620,Husked or brown rice,151,269,352,442,388,628,437,549,767,629,,146412,169981,125039,153252,135413,117114,119947,161008,192583,136228,,81786,73259,69078,68792,65982,57664,56333,56409,70355,65136
740100,Copper mattes; cement copper (precipitated copper),1,2,0,242,0,0,0,0,0,629,,6490,37960,5429,1045,34429,1779,12886,5365,6459,2295,,13905,10046,15272,13477,9400,13149,1546,9400,3656,5007
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",1907,2222,1979,213,430,749,1003,771,802,628,,75423,62901,77636,81558,61321,60640,53986,49735,67199,77277,,42444,53300,65265,55075,64556,62433,74747,76715,75733,87296
821490,"Hair clippers, butchers' or kitchen cleavers and other articles of cutlery of base metal, n.e.s.",160,283,271,248,194,156,214,414,209,627,,7152,7620,8318,11341,12622,15567,15834,14948,11290,16179,,12310,15273,16548,15781,17046,15188,14830,14120,14189,18247
843142,"Bulldozer or angledozer blades, n.e.s.",2188,1338,1139,872,680,924,711,581,399,626,,36861,35821,23815,23223,18796,14930,18465,22015,19569,31553,,3914,2826,2910,2299,1841,2070,2706,3474,2156,3403
871200,"Bicycles and other cycles, incl. delivery tricycles, not motorised",1210,795,1258,789,1902,734,745,954,531,626,,125124,125428,128555,104452,100204,88208,96741,102633,96314,116025,,693591,713839,689122,725110,684626,705020,780163,798974,826074,910185
252620,"Natural steatite and talc, crushed or powdered",435,387,556,585,523,621,576,755,602,625,,52741,51554,56369,62338,83116,121872,127891,118238,95267,133299,,112262,120607,126692,109423,109494,115626,122160,112720,103435,119109
570500,"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ...""",4461,2481,1319,697,851,563,358,1401,363,625,,49690,64423,58498,74524,68823,73038,63648,58018,57423,52291,,52724,52104,54099,51734,49918,56823,50944,45100,57352,78971
940520,"Electric table, desk, bedside or floor-standing lamps",865,727,1186,823,832,700,491,759,552,623,,71850,73581,68838,69879,68760,69090,64552,61872,58281,74331,,266345,275373,303650,285015,302840,296074,313634,313872,337975,401681
950890,"Roundabouts, swings, shooting galleries and other fairground amusements; travelling theatres ...",1253,6506,2328,1015,3059,1674,2308,10199,7324,622,,124138,164266,167709,230513,203005,203475,242881,310301,130119,165854,,23920,34738,21845,19225,31652,30537,36054,59205,38316,19978
853331,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",384,529,942,1022,964,965,958,863,563,620,,22063,22026,23877,22231,19167,24159,25023,24864,25568,25323,,7829,7931,9283,10415,10649,11298,13366,12444,9170,9224
741529,"Rivets, cotters, cotter pins and the like, not threaded, of copper (excluding spring washers ...",411,541,380,536,543,546,585,534,734,618,,26042,34672,25698,25029,24033,18926,20971,23559,18998,27717,,20450,21043,22460,18220,17896,21852,23788,21357,18852,25243
960810,Ball-point pens,654,630,772,679,690,722,819,934,660,618,,90695,98236,111992,108721,127811,137901,121448,118136,80497,83174,,187617,182955,193947,169969,170524,173213,179267,172872,135267,152106
90121,Roasted coffee (excluding decaffeinated),756,633,414,1179,1597,799,841,868,847,617,,850668,770653,740854,718339,698122,657871,636668,618899,584145,613279,,702550,698182,775331,613723,637563,586796,612766,638484,754337,829441
811100,"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ...",35,17,14,50,186,144,37,48,54,616,,13895,8705,10158,11502,16757,6817,5856,7973,5685,13061,,96463,73121,75169,57548,63872,95516,106199,100333,71177,127547
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",0,0,14,12,39,172,103,462,564,616,,140544,112550,85271,78075,90821,288603,374968,185563,99861,167462,,10031,4491,16439,10422,20192,27365,31690,84429,103046,195204
847480,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened ...",418,1439,4305,4380,1786,1504,1396,1024,1098,615,,51516,70459,52165,45218,37959,36621,27856,42900,33221,40827,,32345,53188,34568,31158,30202,39892,27332,30468,20524,24734
854419,"Winding wire for electrical purposes, of material other than copper, insulated",1362,1177,1316,775,713,647,765,778,462,615,,110426,102792,114029,100397,89836,102909,133341,124503,105866,98978,,29191,29207,27254,24502,26514,33091,47126,40546,30898,43742
560121,"Wadding of cotton and articles thereof (excluding sanitary towels and tampons, napkins and ...",286,425,315,354,435,703,860,453,989,614,,30767,30949,30759,32990,35170,36170,31782,36127,28963,27072,,33858,41839,43638,39797,49011,44974,44136,49187,52968,44117
854099,"Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excluding parts ...",617,870,1054,1104,887,2706,1408,1123,585,614,,16845,23597,17774,27130,24952,24389,25904,23966,23525,27022,,10436,11134,9988,6693,11581,13200,12916,9622,11468,17172
871190,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles ...",5907,5497,9752,3442,1802,986,443,65,151,614,,120472,129684,160594,107940,111209,87487,75553,64950,43161,41313,,208673,240322,303814,369358,580162,20646,8861,6253,1839,2474
621050,"Women's or girls' garments of textile fabrics, rubberised or impregnated, coated, covered or ...",571,353,405,276,248,225,141,221,386,614,,22697,27053,30500,23619,30295,27782,19163,19925,24402,28443,,297878,334138,400174,327279,280134,296118,339406,359785,368620,388754
591132,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",785,567,962,1759,1088,845,1099,1453,1040,613,,75565,76894,73598,74585,71872,72659,69555,71453,70896,69739,,130087,133124,124132,113182,113394,114014,116751,107093,113837,114486
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a ...",1984,1278,1663,1472,1804,635,1397,3377,1582,613,,45536,44239,37978,28452,18482,13727,13163,6979,8973,8198,,11443,4350,5244,3220,2207,864,1574,4134,3861,1961
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",192,434,1947,482,715,576,925,628,769,612,,104923,104435,100297,118296,125586,105209,101836,78653,65589,81884,,458125,504202,591303,507438,577271,624344,693535,721253,694009,797439
291550,"Propionic acid, its salts and esters",3957,3524,215,658,149,1441,1101,1294,643,612,,90672,107296,107661,117314,130484,138811,163238,142298,122675,143821,,23458,34451,22943,17805,15319,18115,17223,18973,17376,21506
730300,"Tubes, pipes and hollow profiles, of cast iron",193,135,190,226,409,36,316,461,499,610,,58062,106982,187101,65288,46971,39810,52271,60753,28917,48553,,36833,33357,30953,37178,41908,40724,44920,44295,45739,65902
442010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood)",295,410,365,213,305,176,252,348,381,609,,10046,11227,10808,11746,22346,10244,11683,11159,8575,12135,,82159,82208,98904,99938,99646,109951,111735,103968,98760,112698
842810,Lifts and skip hoists,5879,6720,6396,5737,4528,4600,5461,4898,1124,609,,194900,206806,220650,192413,190273,220765,263088,265738,235444,219797,,111909,115270,126155,131400,140284,137362,181654,205255,251103,235191
390910,"Urea resins and thiourea resins, in primary forms",1259,886,645,711,1240,1544,1483,1334,622,608,,28987,28258,29800,60732,27305,39928,59020,58226,35141,50181,,164954,168650,161226,144049,132265,168699,197667,171539,153480,278052
851539,"Machines for arc welding of metals, incl. plasma arc welding, neither fully nor partly automatic",1465,821,1154,769,868,225,516,1261,582,607,,229615,199215,181045,149102,122332,123035,154099,143525,101739,141244,,33372,33556,36216,25979,33067,41327,52557,41192,49451,60070
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",390,615,337,451,452,290,676,1459,1015,607,,23394,22918,25010,21677,17108,15556,18548,19509,19457,16555,,74113,75577,73647,58059,53439,49300,51128,51493,51489,55751
321000,"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ...",1343,1523,1491,1105,622,975,1097,1159,666,606,,69717,65516,71678,76426,74172,72506,68599,60523,57676,61118,,45249,52525,44121,36598,37807,40920,42811,35914,29548,27095
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",1489,1474,1701,1621,1219,1005,916,1171,771,606,,49961,48124,50146,43099,31494,35497,47115,50649,49573,46944,,64095,70045,73398,65667,70353,65972,70852,67503,75605,120642
282732,Aluminium chloride,1713,1557,2222,1047,613,1009,1221,1138,932,603,,29367,24514,28109,24684,20317,28777,23744,22613,25876,38386,,11874,16343,13981,10597,9025,10943,11599,10308,11336,10005
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",338,506,485,658,577,545,605,556,562,601,,7629,6726,6115,5368,5029,3851,4334,4844,5669,5285,,4434,5250,4983,5900,5278,5016,5683,6242,5383,6430
843229,"Harrows, scarifiers, cultivators, weeders and hoes for use in agriculture, horticulture or ...",2824,4704,4899,2545,3545,2991,2061,2003,552,601,,101037,109839,88024,61283,67957,90129,76944,67566,52726,63283,,87509,86075,92058,72686,77970,89480,99960,82396,97444,125987
845590,"Parts of metal-rolling mills, n.e.s.",2758,881,7911,1543,1947,1439,3153,4588,731,600,,146017,101958,88417,88946,53062,92735,80131,82119,74029,58278,,189175,174554,128424,64272,54912,62922,85484,80712,62702,61922
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",12240,13583,17338,9937,2335,2749,2854,1623,249,599,,329447,373281,397185,400592,255211,167943,207326,456977,349216,446090,,338974,333602,423335,369740,446095,470919,552298,558980,616367,610627
391723,"Rigid tubes, pipes and hoses, of polymers of vinyl chloride",2405,3149,2759,2051,1872,1330,788,436,438,598,,138708,140936,135542,126439,115374,123399,127688,133322,125614,166804,,45011,47339,45888,40115,37643,30877,35181,31076,27822,39806
950612,Ski bindings,309,713,908,426,750,442,1027,715,804,594,,4836,6119,5693,6242,4784,5980,6996,7005,7693,9642,,71355,67361,67151,53003,47931,47916,59086,64771,52245,47947
381090,"Fluxes and other auxiliary preparations for soldering, brazing or welding; preparations of ...",810,567,994,522,717,659,645,527,450,592,,66790,72819,72405,66736,63396,72170,75717,67804,66790,74943,,17834,21968,24957,15881,17080,18725,26860,24325,19762,22877
611610,"Gloves, mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, ...",2391,2038,1888,1570,1137,736,1014,907,699,591,,34192,31340,32640,37230,36979,35640,42877,43069,43875,55904,,178621,194383,228063,209013,215659,258009,278769,279211,276116,332689
10620,"Live reptiles """"e.g. snakes, turtles, alligators, caymans, iguanas, gavials and lizards""""""""",1034,725,655,543,512,293,244,245,537,591,,20670,19431,17633,16360,11165,8401,6916,6896,8590,7129,,1869,1681,1547,1462,1376,1323,1529,1497,2221,2424
780600,"Articles of lead, n.e.s.",222,299,362,322,295,306,465,413,344,590,,54559,68986,78558,34862,20887,17289,23603,20962,18744,126697,,13848,18132,11557,9133,6608,7880,6441,6615,7039,12675
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",258,458,378,317,270,381,829,527,375,589,,162800,165226,167733,176881,173249,161981,172078,170715,148450,153495,,450892,410165,518778,338944,328285,355370,365716,388848,366688,374735
