Product code,Product label,Australia's imports from United States of America-Value in 2012,Australia's imports from United States of America-Value in 2013,Australia's imports from United States of America-Value in 2014,Australia's imports from United States of America-Value in 2015,Australia's imports from United States of America-Value in 2016,Australia's imports from United States of America-Value in 2017,Australia's imports from United States of America-Value in 2018,Australia's imports from United States of America-Value in 2019,Australia's imports from United States of America-Value in 2020,Australia's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
842710,"Self-propelled trucks fitted with lifting or handling equipment, powered by an electric motor",63870,54886,48463,51343,52380,61082,63108,66626,43631,48575,,713048,896896,866643,932713,918013,1137717,961672,988943,879835,971812,,168652,147363,139901,140915,133784,157710,186017,180108,143744,205977
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",25360,30560,35050,28320,35390,13543,42424,45866,43753,48345,,66334,157132,187930,147862,119158,218276,232179,248719,115187,161399,,73459,65156,59320,40333,68980,28814,67948,78199,78121,66355
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,65451,73896,68615,68382,63367,44904,37791,34956,39536,48166,,3479758,3292006,3645244,3643844,3773486,3878721,3840860,3795027,2953450,2756713,,203924,235244,203753,195095,181526,129632,103279,99391,100415,121383
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",65425,59146,64473,61363,53115,46080,49258,49432,49716,47970,,3255016,3570863,3915829,3624414,3277853,3313514,3704464,3914166,3592091,4488128,,621085,664346,696161,619337,566386,558987,633708,588046,593315,728831
847170,Storage units for automatic data-processing machines,83638,86239,90478,72495,67196,68508,65371,59734,47495,47507,,6456889,6090264,6002453,5416662,5839744,5963269,6073329,5296765,5073983,5167540,,1085792,970441,1009321,854690,755411,713774,706103,564673,602342,675856
841181,Gas turbines of a power <= 5.000 kW (excluding turbojets and turbopropellers),63409,35358,43905,31215,41427,20833,35480,36654,35327,47384,,314363,305861,241596,223682,239337,197427,285509,342309,316928,307666,,90164,70413,75440,82068,65285,47778,64795,80250,77344,99328
283620,Disodium carbonate,27460,34893,60393,45465,47302,56230,55994,57981,54507,47345,,1240701,1210278,1298940,1320943,1312605,1399455,1463460,1553778,1144537,1392361,,28760,37544,64565,49192,51904,62042,62356,62575,58327,51398
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",70933,78813,83040,58560,39764,40542,43993,40527,39074,47223,,1760741,1749511,1730090,1670761,1731718,1770469,2011255,2004562,2013113,2345723,,189057,206072,205000,180775,144935,147345,159292,142213,139532,183501
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",55659,34115,34231,33828,30728,42219,42653,53345,45312,47077,,2627056,2619943,2748929,2910767,2966445,2996426,3070769,2826471,2141419,2222880,,238167,218290,215448,201230,201460,219053,218565,223409,214775,255547
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",73395,58221,56216,59153,55831,53248,54032,52686,43277,46922,,5794347,6698628,6347103,6432894,6883929,7831725,8562310,8057202,6237398,6483538,,348908,304014,275719,231905,223706,191986,167917,151404,132040,187067
880320,"Under-carriages and parts thereof, for aircraft, n.e.s.",45097,36152,49419,49165,61245,59382,61317,61116,39192,46867,,164443,151912,176080,179386,197738,205459,238946,211190,206349,217789,,74221,62129,103813,101819,128518,122058,133148,128523,90842,84642
848220,"Tapered roller bearings, incl. cone and tapered roller assemblies",47401,39116,31573,28968,24556,31050,33793,36797,42796,46548,,587164,554877,562513,541621,468151,524262,557952,543647,428180,488988,,106012,86775,78021,64866,63595,77655,78297,78266,90340,99493
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",16559,14948,17068,22321,23305,25882,25264,25820,33085,46349,,575720,677361,689207,660111,661324,676094,677624,727277,1059117,1080513,,183327,196891,218735,232560,239476,256294,278734,282997,1563043,506463
901480,"Navigational instruments and apparatus (excluding for aeronautical or space navigation, compasses ...",19438,16266,29647,44333,73552,35774,33289,42959,25283,46207,,276522,273183,246778,251702,275517,310811,345807,337213,365598,411950,,65639,57867,76448,82415,115754,77357,78792,86589,63506,101314
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",13640,18862,35911,22269,17603,36382,41833,30374,37942,45848,,529429,610604,721234,494193,424461,465862,494577,596136,588866,700607,,279422,284643,345297,293570,261912,354525,353203,343113,302052,326784
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",28342,26972,30103,46570,31517,33803,32985,38771,31066,45318,,582899,604578,650101,653408,682042,668958,697021,681821,459197,650274,,157434,168434,163419,184806,158333,168615,182234,169263,152953,214160
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,34456,44431,41170,45007,36148,33309,38483,44502,43787,45175,,2062257,2387136,2753017,2792403,2455399,2826500,3496437,3549507,3178733,3414676,,288257,624817,782802,489886,316352,212049,222121,258045,309833,343668
851770,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",74795,42260,50397,70759,62568,42123,40549,44679,36243,45066,,3984462,3801839,3580562,3964869,3595958,3038576,2695696,2475717,2207332,2065727,,568712,495790,487413,491124,603764,569955,577289,497239,444519,1310912
930591,"Parts and accessories of military weapons of heading 9301, n.e.s.",6408,9218,6209,8265,16266,19422,6701,10156,43756,44690,,292731,246326,246953,316326,313256,269423,379243,463294,481561,447375,,21588,24529,18205,21644,30015,24936,15771,17519,47711,53183
852580,"Television cameras, digital cameras and video camera recorders",30953,27107,28124,31802,29264,25799,32819,49112,37842,43246,,1916737,1772678,1800537,1539328,1696163,1986677,1861683,1841462,1631276,1933603,,731592,588100,576238,537141,501631,605791,726219,688206,630793,803323
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",53763,47723,50577,29434,34613,35219,35943,40785,57771,43159,,3297569,2804669,2837821,2257050,1813820,1826533,1959733,1910295,1799997,1667365,,142717,131838,127837,83644,97090,105126,106715,117715,141048,145148
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",60557,52997,57451,58221,51469,55728,57603,58559,42895,42638,,1373669,1448763,1595460,1537828,1449956,1596738,1634990,1676588,1430698,1445748,,160049,151968,164127,154302,141167,154208,169574,171051,145891,156452
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,33947,38067,36719,41062,39713,40657,41816,40462,39909,42429,,849115,963291,1073192,1165409,1175492,1252811,1297150,1341197,1267870,1472985,,260401,274297,273665,263140,271150,288362,315512,315532,348018,357483
710239,"Diamonds, worked, but not mounted or set (excluding industrial diamonds)",33879,28743,25418,24856,12753,18254,20140,14745,16800,42148,,16590142,19095325,20929607,18322930,18845371,17897884,19479054,17379186,10117261,14369777,,419480,441587,471332,415885,414607,433675,423995,415556,360735,499897
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",44549,49282,39280,43032,35403,34257,32032,33057,40184,41874,,1663103,1863971,1905858,1974649,2381506,2534310,2767694,2627224,2183600,2597053,,312941,332738,300773,292406,260614,334014,411524,310023,324495,394750
870850,"Drive-axles with differential, whether or not provided with other transmission components, ...",45983,47230,45227,41494,29008,36429,37427,35878,32378,41464,,2082593,2016502,2290743,2315383,2230813,2622601,2888334,2828866,2132875,2447626,,216151,203033,186680,153948,139028,135565,103729,102274,96252,147407
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores ...,127197,139453,50396,64760,25061,33679,43293,82900,49418,41422,,915706,701733,563987,532349,241083,377550,421138,337556,278055,303406,,330851,254925,115153,135311,110925,171018,218901,255399,195554,254440
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",39986,49850,63271,30861,28143,35948,39811,44596,37066,41352,,1579949,1921129,1991691,1639063,1237319,1273695,1481143,1405439,1141012,1307219,,163681,149337,147659,101713,93380,111603,124288,133483,131349,147266
841221,"Hydraulic power engines and motors, linear acting """"cylinders""""""""",38044,34650,36028,37387,29123,36020,40530,47381,40423,40812,,589692,654922,690389,760621,881858,870658,939958,938618,820656,1044066,,129462,102482,101853,95856,88769,110698,127030,148592,128529,137078
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",32946,37277,34985,43451,34564,36635,35677,34998,39913,40612,,1864458,2010519,2056817,2024956,1913451,1933251,2144692,2094839,1966354,2447217,,165663,168525,226762,134446,125342,132910,150770,150554,161986,178769
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",43810,37957,41924,36995,36642,36988,35380,34290,34195,40503,,703014,754254,852362,856987,886094,923297,940672,922395,888718,1076785,,190843,177499,190502,170606,166220,170834,173955,166955,175822,204146
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",37221,32182,54316,35422,37975,50727,49806,31486,36515,40413,,1383596,1601393,1659188,1436338,1370021,1781376,1619239,1463687,1445808,1565597,,366731,403229,419196,360043,448908,498987,448422,285853,547755,786727
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",37919,39984,40184,37867,33827,42836,37141,40575,38939,40315,,1562608,1718807,1844583,1846456,2033969,2087159,2044602,2063934,1676056,1931929,,229383,218779,219847,203988,179038,228091,247482,244466,224520,274489
852610,Radar apparatus,29314,32265,41965,67192,64646,66514,40927,45636,38705,40303,,680134,1323191,813381,705333,972637,1364236,1496575,1796224,782921,726319,,59255,60143,67902,85272,89970,91110,81476,89382,64790,82662
842123,Oil or petrol-filters for internal combustion engines,40432,34170,34584,35928,31803,36034,37552,37783,40845,39686,,907973,847681,919471,922326,886983,988376,969547,937014,830159,951545,,127073,125819,132877,132603,125156,137292,144756,154518,162713,177696
890399,"Outboard motorboats, for pleasure or sports, and rowing boats and canoes, of a length > 7,5 ...",66641,54415,45380,43371,32746,36316,40794,32970,29610,39524,,1046734,828713,820017,664396,654996,742395,797275,805745,690100,835622,,121171,115227,111293,100717,96025,105890,122382,121656,109955,200613
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",30269,35652,30223,31174,28710,40166,36877,36092,30395,38744,,2391603,2476962,2504314,2558847,2380338,2335404,2363518,2325250,1869939,2025301,,131254,140137,132254,128372,123615,144293,139398,142884,148685,209289
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",76979,78808,71264,56047,42607,76656,58918,52342,45193,38648,,2753493,2322930,2288838,2139912,2214884,2529172,2621184,2027001,1967726,2147322,,325876,263294,216044,188798,173019,205465,224950,194373,188144,179669
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",37317,33770,35379,35612,31166,32517,31341,37994,35383,37881,,1228537,1287941,1433663,1407854,1348765,1430576,1412165,1291100,1113898,1186057,,122856,114833,116110,110049,98211,97211,100714,106900,111059,129061
902214,"Apparatus based on the use of X-rays, for medical, surgical or veterinary uses (excluding for ...",42265,25685,25375,34851,23999,36180,18609,19236,26065,37833,,943004,914316,833768,898963,827830,843782,956962,940818,847152,770881,,116772,100353,104424,112394,84943,93333,74017,101041,91307,116416
848310,"Transmission shafts, incl. cam shafts and crank shafts, and cranks",44607,36124,39987,40010,34263,45026,47205,40943,38969,37806,,961324,1069334,1125468,1050434,1082057,1137537,1141181,1129688,1197404,1405234,,113467,114548,108110,107832,91242,98202,97744,92738,90031,93636
880211,Helicopters of an unladen weight <= 2.000 kg (excl. unmanned of heading 8806),0,0,0,108280,14406,15838,32355,16357,25628,37529,,971,7694,0,0,42168,108521,181651,510,0,12350,,0,0,0,121257,59975,68468,71721,53358,43335,64570
901850,"Ophthalmic instruments and appliances, n.e.s.",48449,40131,46470,45151,43714,41211,42551,43186,36407,37277,,1164741,1182861,1311384,1281737,1044185,1056940,1099272,1112554,935900,1070493,,90524,82715,88476,83906,78928,76546,86767,91896,82894,98305
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,53513,61726,48729,50402,44541,46759,43961,44370,53218,37094,,2362042,2434537,2295287,2110596,1901017,1896290,2049177,1846762,1778511,1956238,,158071,162634,156265,140433,132935,142238,143418,144578,146809,137725
40620,"Grated or powdered cheese, of all kinds",35128,30050,43960,49546,43373,52654,42532,39066,46944,37065,,238064,251347,349182,379889,342449,436281,418880,360577,424263,475531,,55124,48565,59218,60565,63464,66528,53174,50868,61143,50356
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",35358,39492,37407,33786,22066,22641,23714,27684,22085,36774,,1828479,1873237,1876284,1711446,1617107,1588539,1511840,1410456,1285495,1407248,,139765,327840,187160,113151,70169,79616,90188,96019,84068,107275
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",41876,39834,42596,43651,32209,34764,32232,39313,38405,36594,,2058512,2411807,2789016,2536668,2021059,2159948,2387750,2494386,1988670,2090047,,167072,146662,161559,191309,144122,164628,178332,179553,171653,185388
843680,"Agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",33593,33058,39718,55550,36674,40560,35172,35265,27489,36406,,277905,312613,371408,350278,277555,355948,384520,337793,301614,384800,,63073,67293,90010,104312,81004,88665,85927,80319,72520,88002
842490,"Parts of fire extinguishers, spray guns and similar appliances, steam or sand blasting machines ...",33192,31256,33465,34697,31068,35612,37257,36118,32494,36292,,855771,797742,948932,827761,840836,884359,928901,873669,867882,973519,,84053,79026,81094,81877,79252,88076,95227,94529,94004,111181
901812,Ultrasonic scanning apparatus,55220,60758,56267,46088,40749,37755,44429,47843,41927,36031,,1024022,1036675,1075458,1013170,991293,1033877,1202025,1174542,1170109,1029276,,87011,95190,90744,78529,68902,69074,77575,83740,77304,79721
