Product code,Product label,"United States of America's imports from Korea, Republic of-Value in 2012","United States of America's imports from Korea, Republic of-Value in 2013","United States of America's imports from Korea, Republic of-Value in 2014","United States of America's imports from Korea, Republic of-Value in 2015","United States of America's imports from Korea, Republic of-Value in 2016","United States of America's imports from Korea, Republic of-Value in 2017","United States of America's imports from Korea, Republic of-Value in 2018","United States of America's imports from Korea, Republic of-Value in 2019","United States of America's imports from Korea, Republic of-Value in 2020","United States of America's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
291010,"Oxirane """"ethylene oxide""""""""",11,0,0,0,0,0,0,0,0,0,,551,545,469,403,339,189,348,498,381,1202,,398,7,46,58,68,5,0,0,58,59
284310,Colloidal precious metals,126,14,31,121,4,0,0,0,0,0,,162,116,214,300,303,103,75,39,213,79,,2492,2361,1861,1306,1187,1596,1993,1262,1065,2559
285290,"Compounds, inorganic or organic, of mercury, not chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,14,26,22,102,23,30,8,9,4,5,,15251,3005,2193,2904,22173,789,765,663,365,468
285300,"Inorganic and organic compounds, incl. distilled or conductivity water and water of similar ...",27,16,58,62,252,0,0,0,0,0,,631,1911,1958,2453,23312,0,0,0,0,0,,75443,81510,74357,69744,66925,0,0,0,0,0
290122,"Propene """"propylene""""""""",0,0,0,0,0,0,0,0,16,0,,1607519,1638088,1762084,977091,1203536,1511045,1763506,1479879,1165776,1677389,,400062,457392,353914,269933,184843,165745,211218,191270,134547,116545
290311,"Chloromethane """"methyl chloride"""" and chloroethane """"ethyl chloride""""""""",0,0,0,0,0,0,0,0,0,0,,2,2,2,16,0,0,0,0,0,2,,20,1204,507,1132,1620,3171,4487,4808,6664,8895
290372,Dichlorotrifluoroethanes,0,0,0,0,0,0,0,0,0,0,,0,16,0,98,0,3,3,6,0,0,,21051,35340,25681,18381,15925,16278,25492,4214,3949,3204
290392,"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chloro ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,109,108,113,130,112,62,66,60,78,66
290431,Perfluorooctane sulphonic acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
290436,Perfluorooctane sulphonyl fluoride,0,0,0,0,0,67,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,67,5,0,0,4
291631,"Benzoic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,3,0,0,3,0,0,0,0,,386,360,253,129,932,340,551,4693,2191,1843,,49392,60367,58286,56104,51688,62942,67427,56380,57707,84289
291815,Salts and esters of citric acid (excluding inorganic or organic compounds of mercury),0,0,5,0,0,4,0,5,0,0,,516,586,447,387,472,555,383,547,437,132,,70003,73719,63661,64987,47482,50715,76309,59847,74444,106823
291822,"O-Acetylsalicylic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,0,61,0,0,0,0,0,1,0,5,,21657,20218,16922,16555,15215,16638,18618,17010,14776,14573
292114,"2-(N,N-Diisopropylamino)ethylchloride hydrochloride",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,249,44,0,0,0
291050,"Endrin """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,253,19,31,36,39
291212,"Ethanal """"acetaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,25,12,0,0,1,0,1,0,3,1,,547,1520,748,758,457,411,1735,1465,1408,1733
291241,"Vanillin """"4-hydroxy-3-methoxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,3,27,65,61,87,90,85,42,27,68,,41562,39986,44817,46125,45299,52101,65959,64264,96282,123958
291300,"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ...",0,0,0,0,0,0,64,0,0,0,,11,0,35,24,8,7,10,10,4,5,,11310,8020,9614,8784,8579,5163,5999,6427,4885,5230
291422,Cyclohexanone and methylcyclohexanones,0,0,27,0,0,0,82,34,11,0,,466,1020,684,562,1301,1874,2047,3102,988,476,,34618,25319,40871,5750,5111,13201,6606,2581,1685,1885
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...",0,0,100,0,0,0,0,2,0,0,,73,55,203,103,52,154,298,434,419,600,,94569,97809,111778,109650,110875,113722,112130,107962,110334,132072
291560,"Butanoic acids, pentanoic acids, their salts and esters",0,15,8,0,0,0,0,0,0,0,,56,35,34,417,287,77,52,202,46,116,,29000,31968,40073,46444,42066,45488,54947,54493,56361,82391
110900,"Wheat gluten, whether or not dried",0,0,0,0,0,0,0,0,0,0,,5886,5969,6116,5294,2274,0,68,82,153,95,,271389,367624,386484,346299,372910,373391,422665,399058,327527,421340
120242,"Groundnuts, shelled, whether or not broken (excluding seed for sowing, roasted or otherwise ...",0,0,0,0,0,0,0,0,0,0,,0,1,12,55,7,74,1,0,43,0,,50565,18280,9757,8420,7286,9364,6172,14914,17987,8180
120710,Palm nuts and kernels,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,118,428,310,144,82,99,150,90,165,123
120921,Alfalfa seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,32258,43417,43463,45320,42275,49054,51449,42465,36143,31865
120925,"Ryegrass """"Lolium multiflorum lam., Lolium perenne L."""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,,9216,14079,15472,13068,17827,18668,15599,16022,19017,29091
90190,Coffee husks and skins; coffee substitutes containing coffee in any proportion,46,9,0,0,0,7,4,0,4,0,,461,2276,407,59,62,187,238,257,572,827,,585,441,630,825,779,636,766,1279,753,2085
90611,"Cinnamon """"Cinnamomum zeylanicum Blume"""" (excluding crushed and ground)""""",0,0,0,0,3,3,12,7,11,0,,7,30,27,5,4,10,24,17,60,36,,21430,27827,34825,34230,32206,49099,51871,49104,56701,63421
90832,"Cardamoms, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,0,,2185,859,587,1253,1562,2155,5256,6533,7949,7135
100210,Rye seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,20652,36767,20230,15498,16277,13054,23048,19775,14976,18945
110311,Groats and meal of wheat,0,0,0,2,0,0,0,0,0,0,,111,10,0,0,0,0,0,0,0,0,,18628,19930,27490,32331,16488,17947,22733,25914,34450,32120
71030,"Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling ...",0,0,16,0,0,0,0,0,0,0,,34,0,4,3,0,2,1,32,0,0,,28298,29094,37016,44747,43544,40614,44542,50811,54446,46917
71120,"Olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3478,5827,4977,18071,4035,2454,1371,18361,10575,14618
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",0,0,0,0,0,0,0,0,0,0,,1765,1620,1525,995,1138,1333,621,845,851,415,,386020,384955,378365,396624,448906,477504,482191,493225,449683,683223
60490,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,2,5,0,0,10,0,0,0,0,,26,32,25,156,85,88,123,200,199,111,,61717,56953,51624,56476,57925,55271,66722,65343,62086,83830
70410,Fresh or chilled cauliflowers and broccoli,0,0,0,0,0,0,0,0,0,0,,0,10,1,15,2,7,2,2,6,4,,14849,17211,20593,30260,33755,63372,91048,128767,122189,134208
70521,Fresh or chilled witloof chicory,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5233,5469,5402,4864,4577,4314,5667,5508,4389,5441
70992,Fresh or chilled olives,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,0,0,0,0,,7076,6099,2595,2326,8236,3511,2690,8768,3990,5967
71233,"Dried jelly fungi """"Tremella spp."""", whole, cut, sliced, broken or in powder, but not further ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,91,155,61,209,309,240,330,333,263,226
80112,"Fresh coconuts in the inner shell """"endocarp""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,33,630,2084,2604,2636,2261,1857,2806,2655,2383
80211,Fresh or dried almonds in shell,0,0,0,197,0,0,0,0,0,0,,0,0,0,177,257,199,20,15,7,60,,1926,6299,19227,14106,8578,7014,3027,7390,3295,18866
80221,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3838,4177,3674,6118,108,287,0,134,106,118
80280,"Fresh or dried areca nuts, whether or not shelled or peeled",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,,233,892,2823,2735,3088,3171,5457,4413,3539,3849
80310,Fresh or dried plantains,0,0,0,0,0,0,0,0,0,0,,0,0,0,24,0,0,2,0,0,2,,170383,172292,168123,179396,194589,227945,235223,227330,250026,246100
80520,"Fresh or dried mandarins incl. tangerines and satsumas, clementines, wilkings and similar citrus ...",931,1690,1185,936,633,0,0,0,0,0,,4807,5356,4135,3443,2696,0,0,0,0,0,,221245,260426,303951,400700,379345,0,0,0,0,0
80590,"Fresh or dried citrus fruit (excluding oranges, lemons """"Citrus limon, Citrus limonum"""", limes ...""",0,0,0,0,6,0,0,0,0,0,,7,10,9,65,0,24,129,39,228,346,,2599,2558,1936,1295,1322,1551,2226,943,1248,1066
80930,"Fresh peaches, incl. nectarines",0,0,0,0,0,0,0,0,0,0,,235,285,508,482,1013,1574,2050,2301,2197,2702,,68981,66651,60329,83183,109408,90062,97441,87395,80697,86161
81090,"Fresh tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, ...""",0,0,0,0,3,0,0,0,0,0,,358,418,383,117,121,83,121,252,207,407,,125455,135544,138290,142719,160528,192772,220463,216036,243936,275176
81310,Dried apricots,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,27,28,28,21,19,9,,49109,48067,56706,51259,57364,50069,44955,38885,44952,65229
81330,Dried apples,5,0,0,0,0,0,2,4,0,0,,20,19,8,86,254,69,85,67,120,142,,36212,35473,37976,40292,37109,38396,40723,34601,36665,40236
90112,Decaffeinated coffee (excluding roasted),0,0,0,0,0,0,0,0,0,0,,7,0,7,73,7,1,0,0,8,2,,474947,431095,459807,411666,366804,387134,360522,359170,332231,386820
41000,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.",10,0,0,22,2,7,14,7,7,0,,373,252,293,560,818,800,539,720,665,469,,20197,24250,21982,22401,21905,25479,26422,22652,24511,40917
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",0,0,0,0,0,0,0,0,0,0,,139842,242737,178121,92842,90759,50075,60195,55788,39819,34794,,212287,226732,211205,184526,120110,149219,164656,153635,92677,132993
50610,Ossein and bones treated with acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14,47,771,18,468,1062,999,2013,3077,6884
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, ...",0,0,0,0,0,0,0,0,0,0,,72,199,284,35,83,194,26,256,144,178,,3685,4202,4341,5275,8734,8648,8716,8656,8412,10030
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",0,0,0,0,0,0,0,0,0,0,,0,0,0,7,91,0,0,0,6,0,,3067,3158,3364,4303,3142,3751,5392,5497,6403,7221
40729,"Fresh birds' eggs, in shell (excluding of domestic fowls, and fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,631,830,30,0,63,36,81,134,244,3,,802,773,935,2435,1208,1613,2003,2035,2042,2161
30692,"Lobsters """"Homarus spp."""", whether in shell or not, dried, salted, smoked or in brine, incl. ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,54,21,22,46,115
30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae, even in shell",0,0,0,0,0,0,0,0,0,0,,21,137,14,41,36,19,25,866,825,362,,37610,61152,83119,68739,56544,50470,56374,54045,43262,67310
30541,"Smoked Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...""",0,3,0,0,0,0,0,0,0,0,,121,248,114,131,206,302,292,171,28,15,,88812,106083,107575,114051,109635,120009,117313,131245,160679,188757
30616,"Frozen cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether ...""",28,17,0,13,60,0,0,0,0,0,,2253,549,2558,2472,298,2814,1062,768,533,4358,,295672,120586,36590,26926,26057,27673,26160,21253,22640,18599
30456,"Fresh or chilled meat, whether or not minced, of dogfish and other sharks (excl. fillets)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30472,"Frozen fillets of haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,120216,121661,130164,92801,90540,100947,129599,106409,107838,92802
10290,Live bovine animals (excluding cattle and buffalo),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,93,256,205,178,784,9,1663,1547,725
10631,Live birds of prey,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4,9,0,39,12,56,53,32,0,43
20210,Frozen bovine carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,3,324,0,0,0,96,0,0,0,0
30282,"Fresh or chilled, rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,2,8,4,29,26,49,17,54,54,42,,2,54,80,3,2,3,0,0,17,38
30311,"Frozen sockeye salmon [red salmon] """"Oncorhynchus nerka""""""""",0,0,0,0,0,0,0,0,0,0,,1920,191,0,0,940,3594,0,0,1396,1248,,2825,28208,9182,5474,14193,17110,18645,20770,12652,13656
30324,"Frozen catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,419,1,0,0,0,0,76,0,32,,1860,1123,2061,1869,1407,1994,1042,2076,6105,6296
30342,"Frozen yellowfin tunas """"Thunnus albacares""""""""",613,32,0,0,9,0,0,13,35,0,,128830,71114,98567,65700,89994,106802,66523,64412,86880,81277,,26422,25500,14628,19451,25768,32650,34375,36490,22279,52345
30357,"Frozen swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,9939,16414,21039,23582,27216,27599,25463,25300,22087,30084,,7622,5352,5918,7085,3068,3702,3005,2442,2426,2126
30365,"Frozen coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,199,,93,96,32,120,354,223,353,123,86,351
30392,Frozen shark fins,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,181,0,,0,0,0,0,0,154,0,0,0,0
30439,"Fresh or chilled fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon ...""",0,0,0,0,23,0,0,2,0,0,,128,23,3,10,18,38,94,80,56,145,,636,436,242,509,1165,959,601,198,353,361
170219,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,0,0,0,,46,18,43,32,69,3,7,164,19,51,,2545,4801,4329,7343,4275,6377,6741,4175,5092,6611
220430,"Grape must, of an actual alcoholic strength of > 0,5% vol (excluding grape must whose fermentation ...",0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,0,0,1,0,,1548,327,7,46,0,43,97,73,0,172
220720,Denatured ethyl alcohol and other spirits of any strength,0,0,0,0,0,0,0,0,8697,0,,2623,247,248,254,657,2444,824,557,23068,19463,,50748,18934,31836,19509,1958,19869,27885,46281,123721,71877
230210,"Bran, sharps and other residues of maize """"corn"""", whether or not in the form of pellets, ...""",0,0,0,0,0,0,0,0,0,0,,4290,1287,0,0,0,243,817,134,274,0,,2977,5338,7004,3578,2974,4355,4803,6026,4003,484
230250,"Bran, sharps and other residues of leguminous plants, whether or not in the form of pellets, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,79,24,,16782,24007,37906,26481,12061,16426,25058,15948,12090,18234
230500,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2769,3699,3437,3693,3913,4998,4653,5466,2690,4198
230620,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4210,2208,816,3463,3428,3091,4939,2548,2502,2502
230649,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,0,,713,0,0,0,0,0,0,0,0,0,,1044,1107,4469,13075,2874,4810,2379,5039,5150,7339
230690,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,3,0,0,,162,29,18,53,2,27,8,1,35,9,,8461,10589,9883,19190,10872,14777,15652,14719,10497,12410
151221,Crude cotton-seed oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,0,4,0,0,,0,0,1557,0,0,23,0,13,0,0
151311,Crude coconut oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,26,43,0,0,0,0,,282463,223691,367665,341669,284272,292691,296613,186504,194254,289745
151499,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""", ...""",0,5,0,0,0,0,3,0,0,0,,0,1,0,0,4,4,6,16,19,96,,8658,8272,7344,7125,7216,6670,6802,23771,39706,15131
151519,"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,23,43,6,113,89,35,69,51,57,90,,5082,6013,5592,5507,5591,5172,10446,6324,5431,7637
160239,"Prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus ...",0,0,0,0,0,0,0,0,0,0,,86,36,251,258,120,58,222,110,281,1635,,2506,1021,828,1124,668,523,217,345,1686,2670
160242,"Prepared or preserved shoulders and cuts thereof, of swine",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,1,71,,6436,6099,7084,5546,6939,6261,5182,4733,4927,6526
160250,"Prepared or preserved meat or offal of bovine animals (excluding sausages and similar products, ...",0,0,0,0,0,0,0,0,0,0,,154,232,585,639,913,1392,863,988,1071,1236,,305674,326131,323658,427126,403919,364858,446450,504220,500099,696303
110520,"Flakes, granules and pellets of potatoes",0,0,0,0,0,0,0,0,0,0,,99,163,44,46,47,45,227,137,79,86,,70952,42760,39402,33354,32656,44521,45217,54149,68518,79329
121291,"Sugar beet, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,29365,7703,119,3161,3360,0,48,28,76,70
150500,"Wool grease and fatty substances derived therefrom, incl. lanolin",0,0,0,0,0,0,0,0,0,0,,39,1,0,0,28,18,13,56,5,52,,32033,37559,32077,27595,23017,23353,23075,24315,22589,27489
150290,"Fats of bovine animals, sheep or goats (excluding tallow, oleostearin and oleo-oil)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,4,9,10,1032,5495,,219,28,9,43,158,66,151,76,69,880
150300,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or ...",0,0,0,0,0,0,0,0,0,0,,12,0,929,981,221,191,434,670,924,546,,63,99,289,26,15,27,10,6,11,7
284030,"Peroxoborates """"perborates""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,50,51,35,69,61,36,58,79,,7069,8036,8095,8155,6898,7575,9658,8040,3115,4924
284130,Sodium dichromate,0,0,0,0,0,0,0,0,0,0,,14,15,11,0,3,2,10,0,1,1,,724,480,162,71,216,150,741,687,483,1213
283330,Alums,0,0,0,0,0,0,0,0,0,0,,54,31,31,40,20,34,45,46,46,67,,3669,4283,3888,4699,3719,4103,4090,4598,6326,6011
282120,Earth colours containing >= 70% by weight of combined iron evaluated as Fe2O3,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,7,0,0,0,0,,51,106,104,44,86,52,53,32,44,89
280512,Calcium,2,0,1521,0,0,0,0,0,0,0,,278,481,2206,967,436,611,901,1026,2262,78,,16249,17471,22863,11293,12358,15454,15799,13829,11764,19602
281212,Phosphorus oxychloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,1,0,0,0,,0,0,0,0,0,1347,881,1037,950,1364
252922,Fluorspar containing by weight > 97% calcium fluoride,0,0,0,0,0,0,0,0,0,0,,20,1,1,2,1,0,0,0,1,0,,141380,134449,82616,94953,89463,88387,105289,102622,107361,109883
240391,"Tobacco, """"homogenised"""" or """"reconstituted"""" from finely-chopped tobacco leaves, tobacco ...""",0,0,0,0,0,211,287,8,0,0,,5964,6623,8439,8226,8812,9707,10130,6875,9460,8066,,29223,25590,30434,29920,33978,33782,33098,40652,37768,40810
251720,"Macadam of slag, dross or similar industrial waste, whether or not incorporating pebbles, gravel, ...",0,0,0,40,0,0,0,0,0,0,,1,0,7,0,0,0,0,0,0,0,,3,0,4,49,4,4,71,0,0,5
200891,"Palm hearts, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,9,8,43,0,0,0,0,0,0,0,,20593,19341,20766,20365,20412,19724,20136,20424,26917,29771
261590,"Niobium, tantalum or vanadium ores and concentrates",0,0,0,0,3,11,0,0,0,0,,4208,2004,51,0,56,492,1486,120,2220,6887,,13999,55185,72281,51554,39063,42067,72015,53790,30855,65400
262019,"Slag, ash and residues containing mainly zinc (excluding hard zinc spelter)",0,0,0,0,0,0,0,0,0,0,,355,386,736,400,549,901,2371,4848,5929,9632,,22876,15936,13986,8819,6912,13368,9177,7201,7096,18441
270111,"Anthracite, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,0,,2913,4173,5175,4033,116,156,1253,195,72,208,,40598,29450,22137,22441,10061,11824,21984,28671,46161,72201
270220,Agglomerated lignite (excluding jet),0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,0,0,0,,1214,338,360,180,184,116,349,453,220,149
270500,"Coal gas, water gas, producer gas, lean gas and similar gases (excluding petroleum gases and ...",0,0,0,0,0,0,0,0,0,0,,4,0,149,525,533,819,987,839,469,658,,76,94,64,45,75,37,44,4,11,7
270730,"Xylol """"xylenes"""" containing > 50% of xylenes (excluding chemically defined)""""",0,12250,0,0,0,19383,4356,4358,0,0,,280677,277291,484961,378118,244943,302926,433305,450786,316620,457281,,3583,29710,44784,8857,13984,56799,56654,21797,18903,41309
270900,"Petroleum oils and oils obtained from bituminous minerals, crude",0,0,0,0,0,0,0,0,0,0,,2,4,6,2,1,6,3,6,3,0,,322024504,279485062,253228702,132603443,108092133,139299866,162751066,132345669,81821051,138383896
271091,"Waste oils containing polychlorinated biphenyls [PCBs], polychlorinated terphenyls [PCTs] or ...",0,0,0,0,0,0,0,0,0,0,,1,0,1,1,32,0,0,0,0,0,,486,19,9,30,0,5,4,0,0,6
580132,"Cut corduroy, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",4,72,45,11,0,0,0,7,0,0,,326,113,350,317,156,69,216,139,122,178,,2819,3350,3294,3337,2443,1432,1510,1267,1887,1735
580640,"Narrow fabrics consisting of warp without weft assembled by means of an adhesive """"bolducs"""", ...""",1,0,0,0,15,0,0,0,0,0,,445,327,140,151,79,89,122,89,117,130,,5038,2445,2905,4850,4548,4102,4589,4532,4499,2486
550200,Artificial filament tow as specified in Note 1 to chapter 55,2,5,26,2,37,0,0,0,0,0,,107533,124926,110494,82485,77804,0,0,0,0,0,,5239,2360,2950,7289,5301,0,0,0,0,0
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,3,6,13,0,11,18,14,45,0,4,,876,695,139,427,1259,889,376,541,1563,5887
