Product code,Product label,"Korea, Republic of's imports from Australia-Value in 2012","Korea, Republic of's imports from Australia-Value in 2013","Korea, Republic of's imports from Australia-Value in 2014","Korea, Republic of's imports from Australia-Value in 2015","Korea, Republic of's imports from Australia-Value in 2016","Korea, Republic of's imports from Australia-Value in 2017","Korea, Republic of's imports from Australia-Value in 2018","Korea, Republic of's imports from Australia-Value in 2019","Korea, Republic of's imports from Australia-Value in 2020","Korea, Republic of's imports from Australia-Value in 2021",Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
392073,"Plates, sheets, film, foil and strip, of non-cellular cellulose acetates, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,31,3,110,12,0,0,0,29,3,2,,1573126,1085913,987223,699503,572566,492129,435919,396353,351172,432950
440110,"Fuel wood, in logs, billets, twigs, faggots or similar forms",0,0,0,0,0,0,0,0,0,0,,132,1307,1543,3080,4650,0,0,0,0,0,,9,45,63,23,21,0,0,0,0,0
440210,"Bamboo charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding used as ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5,0,0,,4012,1606,1024,329,503,1696,3559,3588,3703,3414
440290,"Wood charcoal, whether or not agglomerated (excl. of bamboo or shell or nut, charcoal used ...",45,15,0,99,33,0,0,0,0,0,,15,73,92,10,91,111,165,144,233,547,,91852,99321,105038,113150,111565,108590,121866,110109,90585,85460
440610,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated""""",0,0,0,0,0,0,0,0,0,0,,2798,2009,1541,1423,1247,0,0,0,0,0,,1123,2331,244,2133,473,0,0,0,0,0
440612,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, non-coniferous""""",0,0,0,0,0,11,0,0,0,0,,0,0,0,0,0,403,283,217,218,140,,0,0,0,0,0,1525,1389,545,1014,256
441194,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",24,0,0,0,0,0,0,0,0,0,,130,88,0,16,0,38,24,70,79,280,,1708,1009,1438,1292,986,1207,930,1141,966,1053
441210,"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...",0,0,0,0,0,0,0,0,0,0,,164,19,229,103,127,295,52,195,49,37,,1192,706,849,773,1624,1117,987,1242,1905,2671
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",0,0,0,0,10,6,0,1,0,0,,127,32,56,32,412,28,444,71,29,81,,460300,489748,411452,406365,85227,424288,520682,451579,438901,545121
441520,"Pallets, box pallets and other load boards, of wood; pallet collars of wood (excluding containers ...",0,2,2,7,5,2,4,2,0,0,,2374,927,1345,3193,4018,5327,4681,4878,3810,5573,,9437,8764,8871,9475,9186,9127,11235,10585,11145,14962
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...",0,0,0,0,1,0,0,0,0,0,,289,574,504,549,927,641,218,603,196,533,,2490,2685,2995,2939,3072,3378,3575,3405,3932,5327
441820,"Doors and their frames and thresholds, of wood",0,0,0,0,0,0,0,0,0,0,,7691,8766,5663,6056,8758,9383,9058,8467,7603,8956,,12516,12443,21404,20458,18250,17776,16809,17767,16661,9319
441840,Wooden shuttering for concrete constructional work (excluding plywood boarding),0,0,0,0,0,0,0,0,0,0,,0,10,4,5,8,86,9,32,10,0,,1443,409,295,274,160,442,990,553,908,237
441875,"Flooring panels, multilayer, assembled, of wood other than bamboo (excl. for mosaic floors)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,155,32,221,314,137,,0,0,0,0,0,18527,16251,22818,27181,31951
442110,Clothes hangers of wood,0,0,0,0,3,1,1,0,0,0,,474,209,224,70,151,254,214,333,865,3543,,6449,7572,8386,8643,8625,9000,10577,11650,12599,11932
450190,"Cork waste; crushed, powdered or ground cork",0,0,0,0,0,0,0,0,0,0,,0,3,6,0,0,36,3,6,0,0,,393,402,370,175,183,199,406,358,347,645
470411,"Unbleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,6,73,4,4,0,0,0,3,,0,0,2,322,57,35,0,0,0,0
470429,"Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,,226,259,481,275,341,365,347,370,471,1229
470630,Pulps of fibrous cellulosic bamboo material,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,32,161,224,45,0,150,291,223,240,453
470691,"Mechanical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,2,4,41,11,10,0,0,3,0,0,,57,45,46,6,25,16,15,2,12,1
480100,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,22005,62578,36105,23475,48020,87654,96662,65439,17808,21265,,62,0,5,4,0,20,23,4,11,7
510531,"Hair of Kashmir """"cashmere"""" goats, carded or combed""""",0,0,0,0,53,0,0,0,0,0,,0,4,0,0,0,0,58,0,0,56,,5218,5560,8825,11002,13628,14997,16957,16785,11309,12977
510610,Carded wool yarn containing >= 85% wool by weight (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,135,114,18,21,1,75,151,10,13,15,,2334,2768,3174,3991,5737,7569,5388,5092,4195,4474
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,66,87,258,93,53,14,0,6,16,12,,6621,7793,7376,9292,12849,10511,10554,9839,6831,6975
511219,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,0,0,0,9,0,0,0,0,0,0,,1007,763,403,567,562,560,1620,406,831,533,,21763,19642,18419,19566,17823,17941,22009,22491,16814,17471
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,1,2,0,0,0,,67,114,59,15,14,15,2,67,24,38,,4493,5146,4140,4991,4852,5146,4700,5229,4334,3333
511290,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,0,6,0,0,0,,640,831,816,282,1461,1269,1668,1071,75,143,,6795,6583,7987,8349,7060,6907,6499,6090,5511,4038
520299,"Cotton waste (excluding yarn waste, thread waste and garnetted stock)",0,0,0,0,0,0,0,0,0,0,,8,0,0,0,0,56,0,0,0,0,,25,25,91,2,53,4,172,97,400,444
520522,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,8,2,0,,37802,33266,23438,22640,23564,13770,18498,15091,17924,40257
520523,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,126615,137559,99386,84007,72278,59602,87520,64290,64962,125748
520534,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,58,0,0,0,0,0,,1281,1370,1496,1123,1194,785,545,47,31,49
520535,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,88,9,10,18,2,0,1,0,0,1
520543,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1623,1869,1559,1914,2635,3811,5304,5024,3940,4367
520546,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,41,119,64,70,38,108,142,165,124,185
520622,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,23211,27808,20600,20110,14691,12785,15281,12738,11077,18200
520623,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,72531,95945,73182,71321,62204,56416,75706,56643,56951,90815
520811,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,359,480,111,37,2,376,11,32,17,19,,47487,58907,59358,48903,38800,37995,37351,31349,32088,39901
520921,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,9,4,161,34,0,0,6,1,0,,110,248,667,1016,126,68,86,120,37,27
520942,"Denim, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of yarn of different ...",0,0,0,0,0,0,0,0,0,0,,287,84,58,34,70,27,22,20,26,51,,46920,52228,61160,74484,84834,81567,79736,73715,64089,71313
521119,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,1,0,0,0,0,0,0,,25,16,15,26,40,6,3,10,10,25,,882,1122,654,895,157,93,258,197,392,701
521132,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,,579,438,270,473,152,226,375,518,357,323
521142,"Denim, containing predominantly, but < 85% cotton by weight, mixed principally or solely with ...",0,0,0,0,0,0,0,0,0,0,,108,0,0,6,0,0,0,0,0,4,,9516,8294,8488,5443,4236,3730,3828,3275,1983,2658
521143,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,52,0,0,0,,229,782,157,241,31,112,148,115,129,257
521159,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,4,0,,83,31,12,74,62,194,200,16,5,6,,294,429,416,130,222,145,207,250,551,515
430130,"Raw furskins of the following types of lamb: Astrakhan, Caracul, Persian, Broadtail and similar, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,34,0,0,0,,0,0,0,0,0,1,0,0,0,0
480269,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",1,0,0,0,0,0,0,0,1,0,,1434,407,420,355,350,252,542,400,180,57,,6363,8328,8831,8373,9354,9632,7052,4954,5735,6747
410320,"Raw hides and skins of reptiles, fresh or salted, dried, limed, pickled or otherwise preserved ...",0,0,0,0,0,0,0,0,0,0,,29972,25972,21015,21657,17135,18256,19143,22924,9097,0,,2256,4547,3977,3152,3606,2025,1827,1993,1815,1276
410530,"Skins of sheep or lambs, in the dry state """"crust"""", without wool on, whether or not split ...""",0,0,0,0,0,0,0,0,0,0,,634,511,353,326,503,310,251,81,13,56,,2177,2923,1706,1213,2294,1038,1164,1394,1289,860
410622,"Hides and skins of goats or kids, in the dry state """"crust"""", without wool on, whether or ...""",0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,,1529,860,901,1160,954,821,678,408,111,89
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, ...",56,18,28,2,0,2,0,0,0,0,,3673,1258,2042,2144,937,914,427,809,2478,4628,,37884,42590,50815,43493,47403,54677,63249,74441,54584,67627
481320,Cigarette paper in rolls of a width of <= 5 cm,0,0,0,30,0,0,318,0,0,0,,4,0,5,0,3,14,10,42,14,5,,22813,22564,19703,18073,21321,18290,23712,22796,30772,23087
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs ...",0,0,0,0,0,0,0,0,0,0,,2510,845,1469,1533,3076,1392,346,511,557,513,,276,101,3479,1961,1931,2510,2578,2571,3471,2630
480512,"Straw fluting paper, in rolls of a width > 36 cm, weighing >= 130 g/m©÷",0,0,0,0,0,0,0,0,0,0,,2,0,2,2,0,0,0,1,0,3,,1,0,1,0,0,0,0,33,0,0
480550,"Felt paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,0,0,0,0,0,,4,0,0,4,5,0,6,0,0,17,,2144,2881,3711,1722,1779,2093,920,812,621,555
480592,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,0,0,0,0,0,0,0,,125,5,8,6,29,3,55,41,0,12,,11709,9264,11960,10068,13291,10044,18892,27903,21325,28015
481013,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,11,18,0,0,0,0,0,,100,192,280,208,211,411,291,164,373,159,,55910,68623,81261,69040,43767,37174,25701,29522,28466,19373
481039,"Kraft paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, ...",0,1,0,0,0,0,0,0,0,0,,46,48,9,42,92,66,22,3,89,66,,20123,21595,26525,23893,22389,23079,21990,16303,21216,22734
180310,Cocoa paste (excluding defatted),0,0,0,0,0,0,0,0,0,0,,24,81,536,589,157,184,118,40,100,0,,19379,14480,17236,20544,19367,17310,17592,18058,18941,18763
190240,"Couscous, whether or not prepared",2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,40,,59,50,102,108,71,92,128,90,241,161
200911,"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening ...",0,0,0,11,19,25,42,21,13,0,,1294,530,490,332,1052,1147,1883,1877,1228,1129,,67483,50753,21545,30478,26123,48170,42120,35085,27145,24838
200929,"Grapefruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",9,0,0,0,4,0,0,0,0,0,,495,130,290,371,50,97,36,32,77,71,,3671,5150,6489,9650,10453,8571,9913,8929,8121,7033
200941,"Pineapple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,23,0,,1087,1786,2028,1320,1662,1474,1583,1496,681,258,,48,241,426,543,613,676,890,856,657,501
160556,"Clams, cockles and arkshells, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,1841,2472,1062,,8319,7953,9558,10561,11484,14847,14506,14266,13214,13525
160569,"Aquatic invertebrates, prepared or preserved (excluding smoked, crustaceans, molluscs, sea ...",0,0,0,0,0,0,0,0,0,0,,82,18,24,75,16,30,16,121,5,16,,6197,5366,4617,9029,5162,1717,1334,1095,542,797
170191,"Refined cane or beet sugar, containing added flavouring or colouring, in solid form",68,56,0,13,11,1,0,0,0,0,,495,673,728,1166,3598,1706,1286,1728,2292,2682,,1134,1569,1794,1660,1648,1387,1442,1595,909,659
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",0,0,1,1,0,0,0,0,1,0,,139,1,18,2,18,167,38,40,34,16,,5050,5669,6170,7034,6799,7179,7271,7247,7018,7731
151190,"Palm oil and its fractions, whether or not refined (excluding chemically modified and crude)",0,0,0,0,0,0,0,0,0,0,,0,110,0,65,160,164,746,133,265,272,,334709,271368,360491,277702,301854,357164,386263,336589,403598,661571
151329,"Palm kernel and babassu oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,0,0,2,11,11,4,3,21,47,0,,12433,6170,13240,9233,5313,11513,13475,8937,10164,17426
151710,Margarine (excluding liquid),129,188,99,190,109,11,162,87,5,0,,45006,40769,39413,32751,37910,32847,31063,35494,37867,40057,,5441,6047,8425,8612,9863,10444,10069,8881,9698,12038
230120,"Flours, meals and pellets of fish or crustaceans, molluscs or other aquatic invertebrates, ...",0,0,0,0,0,0,0,0,0,0,,647,686,753,666,709,587,1009,1548,940,725,,68531,63409,91798,95560,89191,86232,90064,86622,90519,124033
200110,"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",0,0,0,0,0,0,0,0,0,0,,2151,711,356,187,158,97,66,69,81,144,,3847,5890,6766,6703,8221,7430,8319,8535,8388,9159
250590,"Natural sands of all kinds, whether or not coloured (excluding silica sands, quartz sands, ...",16,0,8,8,14,6,7,0,6,0,,5809,3118,5392,3207,1688,6390,1064,1121,7907,6284,,369,622,428,517,427,879,1028,236,973,520
250620,"Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular ...",0,0,0,0,0,0,0,1,0,0,,125,58,53,9,303,19,13,9,3,0,,4030,3301,4117,3242,1588,2092,1946,1567,679,332
251310,Pumice stone,0,0,0,0,0,0,0,0,0,0,,165,10,27,29,2,1,5,43,3,39,,6750,5496,5997,5308,6518,6485,6661,6059,5589,6470
251820,"Calcined or sintered dolomite (excluding broken or crushed dolomite for concrete aggregates, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7,159,329,688,669,1534,1404,1991,1628,2380
252010,Gypsum; anhydrite,0,0,0,0,0,0,0,0,0,0,,6479,7161,7365,3824,5751,2710,6946,11642,5989,11681,,18972,18917,28340,24891,20717,21920,25866,25508,23871,23148
252910,Feldspar,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,11,9,4,,741,908,878,616,673,688,694,636,590,680
260120,Roasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,3,0,0,79,0,2,0,4087,1157,0,,0,2,3,5,1,1,13,1,0,0
260500,Cobalt ores and concentrates,0,0,0,0,0,0,0,0,0,0,,13661,0,214,0,7,1,80,21,57,91,,6837,3192,6468,6733,362,2,19915,4144,1,1
261220,Thorium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,3,824,1448,1041,2148,0,0,0,0,,34,0,0,0,0,0,0,12,0,26
271312,"Petroleum coke, calcined",0,0,0,0,0,0,0,0,0,0,,0,2,241,295,70,17,0,0,84,83,,10799,8924,10852,8569,6319,5907,5988,4212,2678,4581
280130,Fluorine; bromine,0,0,0,0,0,0,0,0,0,0,,13,4,10,0,16,18,43,2,0,16,,1509,868,1431,1587,1614,1760,2424,2344,2342,2478
280511,Sodium,0,0,0,0,0,0,0,0,0,0,,133,1499,831,149,49,27,2866,3557,5835,3400,,352,520,670,538,667,689,846,732,919,965
281119,"Inorganic acids (excluding hydrogen chloride """"hydrochloric acid"""", chlorosulphuric acid, ...""",2,0,1,0,0,0,0,0,0,0,,990,407,465,266,182,757,806,528,651,1296,,31665,21386,22677,20763,23439,24666,29309,31580,29031,32256
270210,"Lignite, whether or not pulverised, non-agglomerated (excluding jet)",0,0,0,0,0,0,0,0,0,0,,49,4,3,0,3,0,1,4,86,0,,551,439,687,811,527,163,25,36,0,0
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations ...,0,1,0,0,0,1,0,0,0,0,,6943,8625,18496,9206,11462,12541,9402,9526,10180,19302,,487,26593,1724,1779,2157,4329,2197,2769,3027,4431
271113,"Butanes, liquefied (excluding of a purity of >= 95% of N-butane or isobutane)",163953,248002,305714,24991,37705,48281,29029,4288,1092,0,,688796,652080,631728,273962,236235,312011,375726,474610,475970,844046,,2839117,2810241,2592471,1188311,939564,816616,922553,656949,522050,1149342
271114,"Ethylene, propylene, butylene and butadiene, liquefied (excluding ethylene of a purity of >= ...",0,0,0,0,0,0,0,0,0,0,,127,10,29,371,10238,85,21976,20095,9503,4702,,21376,25230,31276,17817,27610,35441,51607,34758,27254,25522
271129,"Hydrocarbons in gaseous state, n.e.s. (excluding natural gas)",0,10,0,0,0,0,0,0,0,0,,183,87,184,91,166,168,527,908,1021,731,,340,269,527,529,494,655,610,846,645,1069
290544,"D-glucitol """"sorbitol""""""""",0,0,0,0,0,0,0,2,0,0,,7,97,8,16,22,44,125,1,2,9,,4609,4344,5166,6350,6868,8102,6541,11215,19189,21068
290559,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excluding ...""",0,0,0,0,0,0,0,0,0,0,,25,148,250,257,1,3,14,9,3,0,,2325,2702,4936,3511,2968,2067,3822,4123,2987,3977
281217,Thionyl chloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1272,1395,1734,1529,1489
281310,Carbon disulphide,0,0,0,0,0,0,0,0,0,0,,0,2,0,5,0,29,0,0,0,0,,293,121,352,366,229,189,167,154,148,126
281511,"Sodium hydroxide """"caustic soda"""" solid""""",0,0,0,0,0,0,0,0,0,0,,2167,2601,305,417,733,78,254,48,288,168,,8304,8473,9027,8604,11004,12062,14486,13948,11294,14307
281512,"Sodium hydroxide """"caustic soda"""" in aqueous solution """"soda lye or liquid soda""""""""",0,0,0,0,0,1,0,0,0,0,,1850,883,805,541,831,3956,9054,3858,984,515,,47597,10527,5539,2392,2836,2033,3870,2879,4506,8974
282560,Germanium oxides and zirconium dioxide,36,0,0,0,0,0,0,0,0,0,,1788,80,54,3,248,0,19612,13350,5092,0,,33665,25660,25545,25984,15637,24217,18811,25231,33941,35941
282890,"Hypochlorites, chlorites and hypobromites (excluding calcium hypochlorites)",0,0,0,0,15,1,0,0,0,0,,574,729,1074,1141,1335,1948,2576,2347,2293,2615,,479,666,1691,1490,1400,1297,2196,2329,1561,2679
282919,Chlorates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,19,90,7,1,0,14,20,19,4,29,,782,734,1332,2309,1086,272,177,1746,1831,67
283190,Dithionites and sulfoxylates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,61,63,248,73,0,0,0,0,74,18,,303,259,255,258,437,437,341,440,213,423
283321,Sulphate of magnesium,0,0,0,0,0,0,0,0,0,0,,53,117,17,17,20,13,22,28,27,34,,2314,2183,2876,3732,4404,6115,5570,5421,5875,8088
283324,Sulphates of nickel,0,0,0,0,0,0,0,0,0,0,,68,0,5,2,1,0,10,853,2,7,,37799,26486,43324,48724,57606,62282,76387,43073,24584,23917
283524,Phosphates of potassium,0,0,0,0,0,0,0,0,0,0,,37,44,15,70,24,36,57,200,63,42,,4305,4439,4650,4931,5029,6122,6663,9283,8649,13309
283640,Potassium carbonates,0,0,0,0,0,0,0,0,0,0,,25,265,819,189,37,38,57,15,46,38,,2385,3517,3872,1334,1888,1980,2288,2569,2748,2762
283699,"Carbonates and peroxocarbonates """"percarbonates""""; commercial ammonium carbonate containing ...""",0,0,0,0,0,0,0,0,0,0,,13544,15250,11697,17808,15708,20099,25840,28895,30238,39055,,15527,16324,14434,16483,17834,33213,47618,29750,33196,42074
284910,"Carbides of calcium, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,34,10,25,25,30,10,181,151,48,28,,3143,3019,2900,4493,3874,4910,4343,1719,1205,1467
290123,"Butene """"butylene"""" and isomers thereof""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,4,8,7,0,0,,144,128,66,164,28,1194,1534,220,2542,55
290241,O-Xylene,0,0,0,0,0,0,0,0,0,0,,12,0,0,10,0,0,0,0,0,0,,5867,26661,4693,16051,38138,22168,9472,4258,5258,7476
290244,Mixed xylene isomers,0,0,0,0,0,0,0,0,0,0,,31,34,85,18,43,12,22,25,8,65,,264,1256,2875,6421,808,165,125,149,78,82
290260,Ethylbenzene,0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,0,0,0,,7,4,2,4,11,14,12,11,20,47
290315,"Ethylene dichloride """"ISO"""" """"1,2 dichloroethane""""""""",0,0,0,0,0,0,0,0,0,0,,2,1,1,0,4,0,0,1,4,1,,163267,99550,109671,87737,63680,66122,54953,60037,44626,37589
290375,Dichloropentafluoropropanes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,78,431,182,45,33,64,66,25,0,0
290381,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,29,0,48,77,5,6,7,3,2,2
290435,"Salts of perfluorooctane sulphonic acid (excl. ammonium, lithium and potassium perfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,89,90,90,90,89
290519,"Saturated monohydric acyclic alcohols (excluding methanol """"methyl alcohol"""", propan-1-ol ...""",0,0,0,0,0,2,0,0,0,0,,248,471,1158,76,350,25,172,460,396,222,,100701,122164,141445,104518,89339,108078,128382,116582,101115,190610
290522,Acyclic terpene alcohols,0,0,0,0,0,0,0,0,0,0,,6,25,1,1,1,15,2,0,1,0,,2468,2034,2315,1654,1617,1381,3699,1988,2264,2139
70490,"Fresh or chilled cabbages, kohlrabi, kale and similar edible brassicas (excl. cauliflowers, ...",6,0,0,0,0,0,0,0,0,0,,962,1060,1072,2081,3032,3370,2359,2338,1582,1774,,6464,9191,546,1433,2631,4718,4138,2969,10581,1913
