Product code,Product label,"Korea, Republic of's imports from India-Value in 2012","Korea, Republic of's imports from India-Value in 2013","Korea, Republic of's imports from India-Value in 2014","Korea, Republic of's imports from India-Value in 2015","Korea, Republic of's imports from India-Value in 2016","Korea, Republic of's imports from India-Value in 2017","Korea, Republic of's imports from India-Value in 2018","Korea, Republic of's imports from India-Value in 2019","Korea, Republic of's imports from India-Value in 2020","Korea, Republic of's imports from India-Value in 2021",India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
491191,"Pictures, prints and photographs, n.e.s.",7,1,1,1,3,2,5,3,2,7,,278,350,965,1222,865,887,4664,6039,8158,9000,,10569,11895,18550,6817,6570,4245,4635,8052,8112,18672
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",11,0,1,1,0,0,3,4,1,7,,9877,8388,13663,12945,15211,9075,9224,12660,17694,15607,,33913,32270,37347,30328,30348,33349,26897,22994,21813,27997
110813,Potato starch,0,0,0,0,0,0,2,2,2,7,,410,342,446,408,645,501,299,358,245,405,,38491,43699,47287,42932,51548,58167,62530,63897,72290,68507
560393,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 70 ...",0,0,0,0,0,0,8,1,25,7,,119,376,1374,3867,2397,2666,3282,3247,3776,6090,,31430,32548,37298,38759,39685,47398,55356,56369,61770,71007
540742,"Woven fabrics of filament yarn containing >= 85% nylon or other polyamides by weight, incl. ...",5,0,0,4,0,14,2,0,0,7,,5642,8002,9700,7521,2939,4433,9311,23306,19557,17625,,10298,9220,9942,8023,5971,5361,5295,7566,6459,7589
750400,"Powders and flakes, of nickel (excluding nickel oxide sinters)",0,0,0,0,0,6,18,0,0,7,,189,487,499,467,1051,847,657,989,357,721,,117880,130335,120019,114850,104045,151205,218047,274172,279259,458637
847340,"Parts and accessories of other office machines of heading 8472, n.e.s.",484,46,5,3,7,6,25,11,8,7,,126916,114437,94635,111387,130325,111667,150234,229676,124289,116156,,22798,28398,25084,19483,24638,20738,27933,51169,49182,71753
91012,"Ginger, crushed or ground",0,0,0,0,0,0,0,0,0,7,,0,8303,11133,11379,10637,11055,11393,12102,17035,19787,,261,291,320,429,392,359,374,420,562,519
841311,"Pumps fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, ...",0,3,2,0,0,10,0,4,0,7,,17743,29101,28583,24166,22642,26855,27042,29465,26831,38072,,1296,2011,2348,3331,2776,3099,4395,3999,9226,8608
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, ...",21,8,19,4,4,4,1,5,3,7,,3681,6540,6226,6381,5978,8213,13670,25948,12603,16094,,191501,192367,216396,201116,201951,206738,197587,200020,177410,197261
71290,"Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not ...",11,7,7,9,5,16,30,8,9,7,,10458,16484,13621,15577,33101,40796,25104,26822,37212,48594,,55084,58831,53519,55147,53281,49194,55038,49126,56351,61804
940429,"Mattresses, fitted with springs or stuffed or internally filled with any material (excluding ...",0,1,26,36,25,24,24,43,28,7,,35460,27438,15991,10230,8641,7660,12250,16345,14938,48610,,42162,35855,48738,57004,45924,47320,58605,50329,53098,55944
732189,"Stoves, heaters, grates, fires, wash boilers, braziers and similar domestic appliances, of ...",20,6,27,13,21,17,45,25,16,7,,1348,2228,1651,1606,1691,2653,3104,2948,2672,4154,,2852,3602,3629,2553,2666,3133,3234,2608,4012,6754
370790,"Preparation of chemicals for photographic uses, incl. unmixed products put up in measured portions ...",65,30,138,385,307,320,128,25,5,7,,8497,8967,9476,7966,7455,7220,6895,6045,4702,4556,,576080,474592,422825,352464,344564,382754,452539,428520,519049,605281
40510,Butter (excluding dehydrated butter and ghee),5,0,0,0,0,0,5,11,0,7,,4236,12749,12533,8630,6632,28145,65026,108170,22762,35645,,19285,15530,19062,17324,25302,31938,49664,65094,71222,118389
902213,Apparatus based on the use of X-rays for dental uses,0,1,0,0,0,1,88,221,247,7,,405,856,1253,1386,1550,722,654,1790,1043,1120,,6312,5609,5205,4523,3431,3485,2296,3212,4020,2698
200190,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ...",19,23,15,26,3,6,0,0,16,7,,42276,52998,48520,46584,53145,53471,57964,64389,69119,78493,,13641,14658,16473,19068,21707,23316,24766,23853,26183,30087
284329,"Silver compounds, inorganic or organic, whether or not chemically defined (excluding of mercury ...",0,1,6,0,0,0,3,4,2,7,,893,999,811,1016,884,1628,1397,1532,1851,2305,,4606,2838,2240,3091,1847,1482,1407,1896,2194,4220
285390,"Phosphides, whether or not chemically defined (excl. ferrophosphorus); inorganic compounds, ...",0,0,0,0,0,7,42,3,27,7,,0,0,0,0,0,2214,3219,3032,2504,4320,,0,0,0,0,0,720077,1812557,199921,65505,44974
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,6,0,0,9,0,0,7,,140161,164747,115642,23792,18667,40608,7917,17077,13843,43638,,164334,16585,22424,23847,14325,10957,1760,3402,4375,6267
930510,"Parts and accessories for revolvers or pistols, n.e.s.",0,0,0,16,7,38,0,0,1,7,,19065,33385,30352,26297,40692,37305,57001,55935,81971,95094,,193,373,673,390,423,705,367,1103,966,368
961590,"Hairpins, curling pins, curling grips, hair-curlers and the like, and parts thereof, n.e.s. ...",2,13,20,8,9,5,3,12,10,7,,1848,1667,2306,2737,1940,2432,2355,2324,3559,3189,,8252,9302,9854,9807,10596,12336,13044,17400,14722,24590
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",29,2,29,10,0,2,9,231,120,7,,11182,7061,6836,6311,12792,8889,13166,8088,6484,10624,,170889,179972,170545,180989,172340,210531,225248,248147,249745,221498
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",0,0,0,0,384,39,0,122,0,7,,247389,255667,314772,350621,511023,465157,481328,380640,171773,237659,,9425,570,560,1514,503,431,211,1113,1247,930
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations of a kind ...",110,66,3,7,8,8,20,18,0,7,,20602,18276,14722,11924,10265,9885,9367,17660,8023,13331,,35412,27926,25845,24375,25269,23522,22321,15663,14679,19599
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",13,7,4,0,0,0,1,0,0,6,,8384,10091,8685,8042,9683,9554,11008,17316,10739,25049,,773,2046,2537,1055,1752,1744,2014,1472,1355,1492
901190,"Parts and accessories for compound optical microscopes, n.e.s.",5,3,6,4,7,2,7,11,0,6,,1771,3901,2231,2216,1410,1254,2088,1175,1407,1519,,23903,23929,20018,21833,18550,22859,23294,22192,20679,25912
283010,Sodium sulphides,0,0,0,1,2,1,2,3,4,6,,571,423,242,160,231,218,1369,684,216,272,,9358,9336,8998,7431,7030,6731,8749,8654,6404,9569
620930,Babies' garments and clothing accessories of synthetic fibres (excluding knitted or crocheted ...,11,8,5,10,33,21,17,17,12,6,,12056,51073,56008,28370,54126,57489,48720,24716,23914,19926,,5513,5957,5616,5802,5808,5987,5826,4456,2425,4991
621112,Women's or girls' swimwear (excluding knitted or crocheted),2,3,4,10,7,2,6,5,5,6,,16830,22176,31596,21070,13613,10690,10050,6248,3422,3682,,3475,2908,5257,4621,5578,6883,10810,13198,6565,5997
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excluding ...",4,3,5,5,3,2,5,2,9,6,,11993,2329,2102,746,889,747,694,561,476,947,,611,1000,807,1278,1905,1800,1086,1415,1365,1687
610333,"Men's or boys' jackets and blazers of synthetic fibres, knitted or crocheted (excluding wind-jackets ...",4,0,0,16,1,0,0,27,2,6,,5911,7580,5274,5908,26404,54941,57017,48793,34950,58939,,7581,7438,9520,11111,11135,9089,11021,15158,12463,15038
580810,Braids in the piece,0,7,3,17,4,8,4,0,1,6,,2672,3779,3602,4187,6360,7020,7280,8231,7707,8607,,1914,1916,2613,2411,3034,2966,2750,2642,2500,3345
330300,"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)",0,0,0,10,0,0,0,2,1,6,,119453,148802,139140,141357,141458,178945,143559,168962,114119,134285,,108624,119219,140634,143814,160128,174190,175347,178858,202257,245655
293321,Hydantoin and its derivatives,1,0,0,0,0,203,1,3,12,6,,2923,2049,3287,3989,3146,2887,4219,6039,8716,6847,,370,453,577,705,963,1162,1158,583,810,944
901410,Direction finding compasses,45,16,15,15,15,0,11,2,0,6,,458,726,394,377,251,544,659,858,1209,1511,,28907,26030,28112,34487,25858,18619,18027,23019,16809,13850
620451,Women's or girls' skirts and divided skirts of wool or fine animal hair (excluding knitted ...,9,13,11,17,20,16,30,20,10,6,,1223,3189,581,322,249,390,257,393,91,80,,3762,3586,3929,4239,4725,4772,6564,7218,6922,6812
90210,Green tea in immediate packings of <= 3 kg,0,0,0,0,0,0,0,0,0,6,,6456,4644,3122,3372,2344,5092,6062,7893,9394,12173,,189,346,316,391,422,406,542,486,370,568
292511,Saccharin and its salts,1,5,3,147,0,0,0,13,9,6,,3777,3324,3190,3430,6306,5035,4841,6090,6291,6981,,8107,7692,11475,5444,7004,7334,5086,5368,4570,5864
831000,"Sign-plates, nameplates, address-plates and similar plates, numbers, letters and other symbols, ...",6,0,1,2,6,2,10,8,3,6,,4374,6361,8465,8779,6020,5820,5865,6274,5787,6878,,9620,12546,15663,12191,13363,13341,12611,13197,12445,13959
732010,"Leaf-springs and leaves therefor, of iron or steel (excluding clock and watch springs and shock ...",29,76,55,48,78,41,21,3,0,6,,33235,32886,35588,26436,24682,28901,36570,37427,40168,58221,,6672,6606,10244,11488,11077,10085,12827,15981,17919,20175
521139,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",8,6,5,5,7,4,2,3,4,6,,5172,4298,1981,234,1316,2039,3477,3279,1871,4460,,1832,2371,3341,2660,2027,1675,1942,2233,1812,2437
940592,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of plastics, ...",6,1,8,15,12,19,20,4,1,6,,312,166,116,81,136,201,146,300,271,115,,3561,4839,6917,10234,9571,10046,11150,10942,10878,14026
520951,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",5,1,1,5,32,11,1,2,18,6,,4083,2915,2278,3676,5462,2132,2364,2846,1233,1102,,230,240,182,365,262,231,273,348,534,559
600622,"Dyed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",8,7,0,2,1,6,5,8,31,6,,34567,48502,67142,64114,70820,73018,95834,104061,107899,143962,,6849,7252,6676,6557,7182,8370,8100,7209,5726,9231
842389,Weighing machinery of a maximum weighing capacity > 5.000 kg,0,3,0,7,0,2,0,0,0,6,,2789,3767,3482,3423,3669,5038,5076,5893,4451,5778,,9630,3105,3711,4099,3210,5017,5411,5610,5073,6017
630299,"Toilet linen and kitchen linen of textile materials (excluding of cotton or man-made fibres, ...",8,20,8,14,34,38,27,12,9,6,,39253,43017,47683,25189,13774,12260,9788,8614,5881,7337,,907,905,1223,1585,1084,1357,1531,1521,1614,1370
820840,"Knives and cutting blades, of base metal, for agricultural, horticultural or forestry machines ...",0,0,0,4,3,1,7,1,0,6,,371,1307,1225,864,1077,1227,1463,350,1608,2591,,2218,2177,2441,2636,2663,2407,2509,2412,2466,4067
740729,"Bars, rods and profiles of copper alloys, n.e.s. (excluding such articles of copper-zinc base ...""",0,0,35,23,0,15,1,7,1,6,,4889,5171,6079,4866,5024,5504,7403,7235,4456,8090,,8190,15003,8326,11123,7165,8634,10717,9514,10853,10533
730690,"Tubes, pipes and hollow profiles """"e.g., open seam, riveted or similarly closed"""", of iron ...""",0,0,1,50,0,36,6,3,1,6,,112989,103750,152851,108849,153486,131173,113309,74434,72156,95960,,21039,31534,86890,20058,24111,18220,16062,18044,19019,21601
291720,"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, ...",0,0,0,0,0,0,0,0,1,6,,333,7806,379,435,214,466,270,2307,3711,3799,,11673,14797,14530,15205,13526,15252,14650,12847,12541,16753
283322,Sulphate of aluminium,0,0,0,0,0,3,3,5,2,5,,3672,4184,3477,3168,2977,3238,3035,2863,2165,3827,,62,27,148,141,127,111,199,247,438,665
760711,"Aluminium foil, not backed, rolled but not further worked, of a thickness of <= 0,2 mm (excluding ...",18,154,1,1,6,4,172,5,2,5,,7660,10583,9418,8659,9763,11875,11311,13877,13401,18436,,66109,74460,89857,89392,110640,138010,188896,173810,164810,217674
841821,"Household refrigerators, compression-type",14,30,72,72,81,1,0,6,21,5,,89773,111824,131394,118142,117758,107734,65323,43783,25772,40876,,11251,6795,10652,17491,30351,49218,43853,39124,46440,70375
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430",204,2,17,1,2,3,8,0,5,5,,9368,12766,13241,13936,18854,22278,27623,31449,31884,58931,,51018,43268,56758,50928,32502,27885,22967,20632,20886,32997
821410,"Paperknives, letter openers, erasing knives, pencil sharpeners and blades therefor, of base ...",0,0,0,0,0,0,0,0,0,5,,1787,1920,2236,1850,1917,1900,1813,1516,951,1144,,5386,5255,5456,7293,6152,10372,9871,9599,10091,12390
691390,"Statuettes and other ornamental ceramic articles, n.e.s. (excluding of porcelain or china)",19,8,45,11,6,11,11,17,14,5,,637,418,417,645,473,393,340,669,821,1510,,4915,4845,6472,6710,5784,5795,5774,5009,5821,6851
282570,Molybdenum oxides and hydroxides,0,0,0,0,0,0,1,0,2,5,,183,95,415,309,134,109,92,83,3676,4440,,901,790,2101,829,1669,1027,998,5461,3568,7035
500790,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight",18,26,80,16,258,108,41,36,20,5,,19156,13408,10712,18807,20326,16825,14302,18435,13110,13245,,3541,2785,2738,3045,3635,2975,2873,3246,2123,3177
610190,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",0,0,0,0,4,0,0,2,1,5,,2342,1480,3129,3838,2832,2869,2629,3271,2618,6671,,1108,1697,2435,2099,3627,3639,3540,3278,3484,4290
730723,Butt welding tube or pipe fittings of stainless steel (excluding cast products),0,0,5,6,6,16,3,3,3,5,,3232,5333,5854,5997,6570,4868,5564,9695,9967,7227,,16164,12175,10832,6272,8702,10060,7221,9174,11215,17381
852871,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers ...",18,12,4,3,3,3,8,2,0,5,,164020,226113,193143,124964,90135,6073,1896,47877,79791,23706,,148666,168372,157870,132456,107485,115918,129651,163845,191907,214218
870421,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,44,0,25,0,0,0,0,5,,325633,293545,271136,298168,303656,220875,279707,219291,178682,382152,,14423,11246,5274,5687,6467,10624,24718,76101,41736,52654
846692,"Parts and accessories for machine tools for working wood, cork, bone, hard rubber, hard plastics ...",0,4,0,0,7,8,160,1,5,5,,3324,4578,5145,6113,5755,6804,3400,2939,2583,6014,,17168,14800,12137,11125,11821,10858,10992,10605,10680,12456
843820,"Machinery for the industrial preparation or manufacture of confectionery, cocoa or chocolate ...",8,1,0,3,0,0,0,9,12,5,,2672,3391,4028,4170,3849,5163,3775,3804,3169,4452,,8471,14857,19221,10586,10494,12244,3620,8800,3594,8392
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",0,0,0,3,4,1,27,206,48,5,,523,3627,4110,1262,5501,16466,18409,20861,21753,48304,,46226,30197,25522,27043,30032,34270,41849,43175,33824,61175
291611,Acrylic acid and its salts,0,0,32,0,0,0,0,5,237,5,,447,2703,453,1239,1224,1386,2277,2632,2717,1537,,41369,15758,49065,18097,20078,25147,43422,50996,35118,37476
970500,"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ...",0,0,0,0,0,0,1,0,4,5,,212,390,66260,425,212,1099,355,205,348,326,,1072,3445,9563,9256,7848,1739,6617,3599,2530,2314
810296,Molybdenum wire,37,5,0,3,0,14,1,0,0,5,,1316,1195,961,1246,872,733,1025,1029,1361,1562,,7106,6792,6679,5925,4988,5178,4722,4218,3768,4195
843810,"Bakery machinery and machinery for the industrial preparation or manufacture of macaroni, spaghetti ...",0,1,0,3,9,0,0,0,0,5,,7175,8993,8555,9577,14394,9996,12357,14255,15713,11119,,28234,23534,40987,32604,37744,30308,29196,39788,46642,43681
282510,Hydrazine and hydroxylamine and their inorganic salts,2,0,0,0,2,5,5,1,2,5,,117,197,170,369,313,122,213,606,1042,1421,,11444,8254,9064,14061,12325,12860,13221,12016,10910,11824
960990,"Pencils, pastels, drawing charcoals, writing or drawing chalks and tailors' chalks",0,0,0,17,0,0,0,2,0,5,,4108,2405,3048,3238,2926,2750,2955,2770,1791,2002,,4471,5095,4689,5120,4517,4939,4526,4413,4634,5289
540753,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",4,1,6,10,48,17,2,7,8,5,,9764,5732,6519,5638,5343,6861,6697,7705,4793,7659,,3622,4347,4016,4160,3862,3537,3766,3563,4062,7445
640320,"Footwear with outer soles of leather, and uppers which consist of leather straps across the ...",1,7,7,6,65,4,57,0,3,5,,102830,83381,76018,41771,15784,13279,12273,13326,7144,7449,,2880,618,3480,5699,7681,11611,6061,2183,877,1097
850162,"AC generators """"alternators"""", of an output > 75 kVA but <= 375 kVA (excl. photovoltaic g ...""",0,0,0,0,0,16,12,0,2,5,,2625,2636,5065,8638,9309,13215,20760,26647,22101,33878,,9205,6285,14618,8811,10177,9187,6281,181529,210240,339583
846310,"Draw-benches for metal bars, tubes, profiles, wire or the like",1072,0,0,0,0,0,0,0,0,5,,8804,7169,8826,4884,6756,8896,5653,7242,6220,11193,,18349,2109,6796,6751,6368,2413,6209,3409,5575,4198
100510,Maize seed for sowing,0,0,0,1,0,1,0,0,24,5,,15270,29168,31889,20476,26410,35978,60898,42949,36437,53075,,2521,3106,2981,3228,3412,5173,6559,5111,4696,5547
581091,"Embroidery of cotton on a textile fabric ground, in the piece, in strips or in motifs (excluding ...",45,40,13,16,12,18,30,1,19,5,,47186,51941,50302,47186,40020,41107,55448,58622,51553,74641,,804,1103,1276,443,395,363,472,231,227,272
551430,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,104,38,6,2,1,2,1,4,5,,2180,2273,2750,3673,2641,2398,1865,577,455,634,,95,340,302,303,234,266,233,297,797,1296
540833,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,1,6,0,0,1,0,4,3,5,,264,277,580,768,523,528,408,326,189,227,,187,259,366,271,672,782,780,1067,392,540
853950,"Light-emitting diode """"LED"""" lamps""""",0,0,0,0,0,0,0,4,22,5,,0,0,0,0,0,1516,5659,4174,2868,4191,,0,0,0,0,0,69255,73822,63331,63509,66744
846789,"Tools for working in the hand, hydraulic or with self-contained non-electric motor (excluding ...",16,2,2,4,1,3,4,19,6,5,,2370,5963,6895,6707,6238,7465,6037,6105,5743,8100,,31504,28468,35992,29167,30623,35135,30290,24815,28361,26873
283230,Thiosulphates,59,36,66,46,42,33,35,36,7,5,,768,1276,1339,1363,2279,1729,924,1416,770,1231,,1682,2061,2385,2449,2323,2314,2927,2331,2825,4234
291612,Esters of acrylic acid,117,47,75,12,0,0,0,1,0,5,,22307,20389,10911,10848,16771,23707,17905,29053,20581,38968,,140749,146413,133646,97038,95085,96807,115275,113711,107480,169215
290721,Resorcinol and its salts,0,0,2,0,0,2,270,10,62,5,,3031,3551,4758,14205,15823,21521,22171,20025,26520,14634,,5463,5137,5175,5484,20826,23093,28650,34018,46292,32086
611012,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of hair of Kashmir """"cashmere"""" ...""",0,0,2,9,0,10,1,3,1,5,,149,63,84,105,95,127,144,62,25,234,,24252,27356,31294,32106,39674,51019,65065,72420,58782,76209
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",0,0,0,6,0,0,119,0,1,5,,14129,12268,8997,7963,6011,10329,10513,9011,6780,14980,,7830,4232,5788,6801,15243,9862,4905,7051,7480,11110
820551,"Household hand tools, non-mechanical, with working parts of base metal, n.e.s.",0,2,9,5,2,10,3,0,2,5,,16213,14154,11536,7696,5336,5195,5460,5746,5279,6322,,2579,1933,2521,2932,4125,5471,7061,7168,7846,11896
852321,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena,0,0,0,1,0,0,0,0,0,5,,529,1300,2165,1415,830,1218,2095,1876,1272,1491,,645,1778,2287,1395,1601,1348,2112,1647,168,256
