Product code,Product label,United States of America's imports from India-Value in 2012,United States of America's imports from India-Value in 2013,United States of America's imports from India-Value in 2014,United States of America's imports from India-Value in 2015,United States of America's imports from India-Value in 2016,United States of America's imports from India-Value in 2017,United States of America's imports from India-Value in 2018,United States of America's imports from India-Value in 2019,United States of America's imports from India-Value in 2020,United States of America's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
854232,Electronic integrated circuits as memories,2244,151,480,5384,257,2353,9428,140,66,84,,14754,10903,10293,10646,6472,5048,5983,14662,12614,48385,,3736262,4400807,3747502,2848940,1878182,2498172,3029443,1800763,1687031,2228544
550911,Single yarn containing >= 85% nylon or other polyamide staple fibres by weight (excluding sewing ...,0,0,11,3,34,43,1079,37,1,84,,2218,4412,1741,1266,1230,958,1244,998,537,1048,,4015,2517,3584,2436,3066,5476,6051,5754,5313,5189
292024,Triethyl phosphite,0,0,0,0,0,0,0,72,21,84,,0,0,0,0,0,0,278,1693,465,1786,,0,0,0,0,0,95,119,119,63,95
401130,"New pneumatic tyres, of rubber, of a kind used for aircraft",0,0,0,0,12,13,3,3,3,84,,3065,1725,2289,1744,2422,4112,864,473,135,135,,86711,82900,101165,122547,113502,117372,124939,125405,108708,130103
294130,Tetracyclines and their derivatives; salts thereof,1701,7967,42,0,0,656,421,242,14,84,,1603,485,419,588,589,1387,2061,2095,1944,2059,,96246,87036,75040,106802,86608,70832,70380,104536,57148,44088
220421,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",91,71,214,191,199,164,139,94,136,83,,580,1787,2292,841,1517,955,1240,1144,918,871,,4035392,4301310,4349460,4333362,4369575,4565911,4773627,4706025,4209152,5011333
820299,"Saw blades, incl. toothless saw blades, of base metal (excluding bandsaw blades, circular saw ...",67,20,81,23,108,68,90,223,159,83,,4570,3705,4486,3160,3069,3437,4450,4596,3409,4538,,84792,96342,98404,115875,124236,141351,168446,150516,158421,181629
850213,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,76,254,0,0,0,24,0,83,,44334,51047,58965,45876,71043,69088,113019,91232,69184,83648,,76565,67666,51488,89019,66149,45276,65966,68874,62265,96610
848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated ...,218,113,201,299,308,14,91,13,157,83,,66,545,165,150,260,392,316,223,574,2098,,4231430,3006436,4971735,2910361,2545081,3462147,3805289,6652928,3711923,4492157
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",18,2,25,24,3,26,21,42,80,83,,736,936,964,678,761,829,769,1338,432,540,,608762,668845,676899,732439,712595,703909,820324,846936,887280,1003068
382410,Prepared binders for foundry moulds or cores,0,24,16,16,17,25,0,20,60,83,,11330,10706,10692,11543,11279,14131,15373,14072,12951,16763,,21703,17689,16934,15445,10963,17099,23571,18557,13023,21763
620620,"Women's or girls' blouses, shirts and shirt-blouses of wool or fine animal hair (excluding ...",63,88,126,277,338,213,82,94,27,82,,1992,3557,1002,3437,2002,546,513,571,261,463,,3113,4849,6319,6087,6757,6504,6941,6137,4589,4993
701690,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ...",85,0,45,8,20,17,9,61,83,82,,560,410,408,330,394,480,824,1982,856,737,,39748,43426,54811,61583,74703,87564,93142,99604,72596,87336
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,78,82,,1579,1,8,55,170,1693,948,599,0,110,,8351,6655,14275,9477,6298,3600,3368,665,934,4602
670100,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ...",48,45,52,159,258,74,104,201,63,82,,207,73,610,51,75,15,55,65,46,39,,32616,31395,30510,28153,26556,24122,22791,21122,15823,17223
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),640,555,631,196,139,181,199,63,0,82,,2197,1248,1190,731,1125,964,611,531,359,817,,11646,13807,12536,14420,15046,20608,9634,5546,6874,7970
630622,Tents of synthetic fibres (excluding umbrella and play tents),138,1,4,5,48,27,42,32,60,82,,229,251,125,1057,268,180,211,207,176,184,,507048,447142,457853,490187,442942,439883,435037,414075,390308,633122
740940,"Plates, sheets and strip, of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc ...""",3,0,3,6,0,5,0,0,6,81,,2478,132,8620,10262,10843,13862,1761,277,111,301,,38767,51396,60383,59171,47543,52242,72771,52144,46228,80077
731811,Coach screws of iron or steel,22,0,157,24,9,0,21,13,53,81,,37704,17494,5078,5784,4131,5265,10447,10148,8227,14388,,22865,20778,26280,23109,17263,20347,26352,19939,20666,25790
740811,"Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm",4,0,6,0,0,4,19,20,317,81,,23868,20480,34708,90096,69552,155815,159605,14707,37181,97543,,1050346,1046488,1045825,771962,707549,836964,1168946,1148502,974606,1796703
854520,Carbon brushes for electrical purposes,571,586,507,590,233,120,135,42,59,80,,5477,5942,5217,7345,5483,4590,5347,4005,3793,3860,,49137,58127,63480,61107,52409,57507,54623,49836,42683,50135
551513,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",2076,2132,843,836,821,331,389,247,199,80,,55473,52468,56015,53014,48959,43847,42150,35730,19521,24895,,16063,13816,13642,15396,14958,11029,11480,10134,8037,8149
283539,"Polyphosphates, whether or not chemically defined (excluding sodium triphosphate """"sodium ...""",292,552,13,43,20,426,182,0,0,80,,719,1624,1434,1256,1810,1217,920,1003,802,1711,,100810,102999,110063,107284,82522,83296,84652,77788,72036,87053
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,7,95,13,90,79,,0,0,0,0,0,653,639,277,671,677,,0,0,0,0,0,33725,31775,27544,31000,25117
401692,"Erasers, of vulcanised rubber (excluding hard rubber), conditioned (excluding those simply ...",0,10,5,6,3,11,7,33,242,79,,1016,1351,1946,1693,1716,1829,1851,2170,1654,3019,,20010,16085,17568,18596,13427,12963,12420,12136,8848,9411
382460,Sorbitol (excluding D-glucitol [sorbitol]),0,0,0,13,0,0,0,0,28,79,,80,291,684,325,169,475,1567,1033,1531,3155,,46,237,304,288,485,331,575,417,695,795
521049,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",69,110,252,131,204,130,73,138,406,79,,634,150,425,188,886,968,1170,1823,1188,6406,,1995,2535,2259,2015,1509,1727,1899,1593,863,699
940210,"Dentists', barbers' or similar chairs having rotating as well as both reclining and elevating ...",15,4,149,406,275,393,250,169,209,79,,2338,3675,1410,2119,1830,1889,2248,1918,2004,2648,,54698,52241,55546,59744,64531,69298,83925,86993,70701,94281
852321,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena,4,7,15,47,0,0,33,26,0,79,,529,1300,2165,1415,830,1218,2095,1876,1272,1491,,17193,30164,44226,57165,21390,23112,21225,16356,11083,10452
790500,"Zinc plates, sheets, strip and foil",0,0,2,0,0,0,0,0,78,79,,75,226,166,27,6,16,61,168,292,260,,13327,14478,16016,15310,12717,15408,17179,13569,12212,10479
670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile ...",134,102,96,116,156,56,81,8,55,78,,44,113,23,156,60,54,103,766,156,176,,47805,52754,83365,91988,90490,90012,78399,66225,38725,74469
381010,"Pickling preparations for metal surfaces; soldering, brazing or welding pastes and powders ...",28,22,30,16,10,11,109,111,45,78,,10883,11144,11389,10125,11985,11715,13227,14500,10857,7671,,39287,40689,45218,37222,35509,37917,41489,39196,37271,44733
540743,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,13,34,6,55,36,58,59,26,26,78,,5,7,24,2,25,4,27,7,55,128,,4879,3089,5788,5166,6927,4502,4974,4760,3691,3664
30614,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming ...",70,135,0,49,218,0,0,10,0,78,,17226,18327,23447,19538,15308,23384,3358,3401,4147,1390,,651149,848215,867905,868187,1029419,1204743,1229958,1461524,1673678,2729110
40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.",1161,0,444,947,578,226,1078,19,37,78,,140,97,42,8,88,283,378,172,134,155,,290423,266164,292973,296643,261073,241373,225964,233679,256154,270446
901530,Levels,3,0,0,14,0,358,236,193,30,77,,261,136,60,217,318,174,300,418,1053,208,,19890,13495,23457,24129,26739,32764,28809,20980,20921,24511
670419,"False beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials ...",42,42,84,139,109,289,326,71,59,77,,304,325,135,64,83,73,102,260,108,442,,297789,340174,331476,429277,440458,509365,580517,582060,496166,647492
842430,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances ...",383,47,283,24,90,33,103,160,12,77,,4798,4146,4743,4457,4731,3739,2963,4052,2709,2447,,324423,318824,327446,361732,356802,468487,539364,499850,689019,911396
900510,Binoculars,516,317,186,116,115,59,23,58,56,77,,2828,313,207,1024,1165,2636,3909,371,251,874,,158031,170332,158909,168217,170246,138664,165809,166403,144264,225854
721710,"Wire of iron or non-alloy steel, in coils, not plated or coated, whether or not polished (excluding ...",659,322,57,313,283,417,284,260,314,76,,6605,12220,8560,6244,7671,18997,12716,11870,10772,21154,,371592,364876,405475,377153,338044,361357,341497,282090,240235,348624
540781,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",7,1,106,498,742,740,780,292,30,76,,8186,8896,9614,7363,4562,8211,7795,4263,2776,1980,,6591,8725,7467,6726,6363,6136,6994,5965,3534,2806
521215,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",60,181,66,130,80,66,68,74,52,76,,34583,74408,87409,35633,14539,7746,4304,38798,28349,19953,,1960,2257,1141,1310,1360,1064,1262,1271,489,534
842310,"Personal weighing machines, incl. baby scales; household scales",221,70,17,22,17,150,64,25,194,76,,2307,2206,2266,1960,1764,2005,2770,1373,1257,1748,,150844,155914,152000,185112,184806,175938,176754,177859,208883,261155
160555,"Octopus, prepared or preserved (excluding smoked)",162,255,0,0,0,0,0,0,0,75,,0,113,87,169,146,0,0,30,32,72,,21458,25029,25385,25248,26640,29193,37065,32274,25360,42741
280450,Boron; tellurium,0,0,0,0,0,0,0,3,0,75,,16,79,10,5,1,0,35,2,3,86,,9619,7717,7035,6906,5444,13732,17415,7185,4044,5966
291242,"Ethylvanillin """"3-ethoxy-4-hydroxybenzaldehyde""""""""",0,0,0,0,0,48,0,316,166,75,,805,138,134,195,275,508,743,1602,2044,3517,,10560,7223,9442,10488,8472,7801,9853,6674,5886,6963
732611,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not ...",175,723,819,621,155,373,425,67,93,75,,4400,1424,583,530,426,504,530,703,548,633,,82674,69147,89636,48183,51001,64155,57267,42104,36948,38461
90520,"Vanilla, crushed or ground",8,65,9,36,171,378,26,3,36,74,,0,1249,1376,972,915,1465,760,710,558,325,,914,1708,2781,4031,4144,7819,11351,4080,4794,6117
510400,"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed",0,0,4,8,1,98,22,6,32,74,,385,279,210,71,23,61,188,229,201,104,,72,142,63,45,32,173,327,204,247,623
540211,High-tenacity filament yarn of aramids (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,0,3,0,73,,42,1025,212,12,440,1390,405,336,876,1986,,165131,128010,107480,106706,96043,125661,137350,147135,117246,137357
846019,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",17,5,0,865,4,22,9,3,0,73,,1339,1410,1132,900,846,633,1636,2194,2239,3087,,31783,20920,21437,24506,23424,17704,23300,23354,14518,24009
611249,"Women's or girls' swimwear of textile materials, knitted or crocheted (excluding synthetic ...",15,3,25,38,152,102,23,22,50,72,,5343,1071,787,1107,1076,594,1029,562,666,479,,2034,1979,3256,2274,4314,2962,2378,2772,2624,4489
300630,Opacifying preparations for x-ray examinations; diagnostic reagents for administration to patients,9,0,13,0,10210,5744,10,3,0,72,,4483,9575,9815,9044,12551,11339,13748,13988,11008,11562,,648102,654410,665423,723396,783211,838438,915633,940876,984939,984383
821195,"Handles of base metal for table knives, pocket knives and other knives of heading 8211",8,126,13,59,17,16,75,66,78,72,,115,56,180,240,86,81,33,12,45,89,,887,1019,1290,1978,1477,2638,3013,1463,1870,2490
540252,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, with a twist of > 50 ...",163,4,94,8,118,135,287,500,0,72,,13948,8317,4167,4450,7803,9798,9502,12819,8576,16294,,1038,1626,2166,1522,1358,1073,692,1432,2483,2330
81350,Mixtures of nuts or dried fruits,0,0,3,4,4,16,2,17,30,72,,363,376,342,311,384,337,216,476,329,385,,9465,13803,9952,8912,6181,5986,5559,5891,6465,10519
700600,"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ...",6,0,3,11,33,85,103,82,60,71,,,,,,,,,,,,,111924,139355,129508,139789,144590,140890,152361,160170,148084,173939
291462,"Coenzyme Q10 """"ubidecarenone """"INN""""""""""""",0,0,0,0,0,0,0,0,0,71,,0,0,0,0,0,0,1,7,284,775,,0,0,0,0,0,8266,39032,71648,123721,182523
701310,"Glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration ...",44,30,43,48,19,82,14,67,10,71,,359,470,121,46,193,733,1649,1783,1565,668,,3423,3383,2813,4440,4183,4428,4887,10583,8665,14630
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically ...",0,186,1801,1418,2266,1275,1255,507,652,71,,0,0,0,6,0,7,0,2,1,2,,15022,18537,19992,18688,29179,34461,25455,16758,28552,26487
620729,Men's or boys' nightshirts and pyjamas of textile materials (excluding of cotton or man-made ...,119,19,48,55,24,54,26,11,29,71,,477,290,539,2134,8954,9315,4665,2399,2539,3585,,1057,1054,1205,1567,500,890,1537,973,784,2615
450310,"Corks and stoppers of all types, of natural cork, incl. round-edged blanks",232,52,71,220,69,78,100,147,30,70,,33,38,29,11,35,80,187,198,164,155,,144727,139399,181775,192109,158292,152071,171380,158238,163887,173269
281217,Thionyl chloride,0,0,0,0,0,17,38,93,178,70,,0,0,0,0,0,461,864,962,1061,1017,,0,0,0,0,0,1905,1887,1891,1934,2317
252910,Feldspar,0,0,299,222,179,96,43,50,23,69,,34532,38800,45205,32076,34107,38805,47219,46584,51177,53278,,387,2014,3301,10248,5168,11231,9617,6460,7285,17694
251611,"Granite, crude or roughly trimmed (excluding already with the characteristics of setts, curbstones ...",862,1263,1752,1505,938,94,406,500,181,69,,547371,575998,585162,450282,379114,443063,440409,423948,449353,460480,,8511,10092,10089,8694,6867,3539,4512,4004,3478,5216
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",20,65,10,21,13,52,18,33,18,68,,476,530,496,431,228,441,2585,2137,315,163,,31678,33049,31761,35176,32812,36228,32875,34033,33853,33115
230620,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,10,0,562,0,68,,546,480,2458,112,215,111,355,651,916,819,,4210,2208,816,3463,3428,3091,4939,2548,2502,2502
481490,"Wallpaper and similar wallcoverings of paper, and window transparencies of paper (excluding ...",10,19,13,42,25,12,50,21,25,67,,163,3362,101,243,15450,2000,18948,125458,3076,782,,22173,25300,26571,26638,27787,26435,33116,38926,45416,57574
610439,"Women's or girls' jackets and blazers of textile materials, knitted or crocheted (excluding ...",188,213,860,229,19,1143,25,13,35,67,,18090,20983,14397,8481,11487,11754,9195,9737,6330,18930,,22120,31232,25159,23402,22742,25534,28681,30464,21383,16591
610413,"Women's or girls' suits of synthetic fibres, knitted or crocheted (excluding ski overalls and ...",14,3,1,140,13,8,22,82,65,67,,6498,16328,15303,31592,10429,13179,1556,3150,1207,2087,,1769,2268,2325,2880,2135,2674,2841,3881,3006,5526
821193,"Knives having other than fixed blades, incl. pruning knives, of base metal (excluding razors)",11,21,84,6,28,128,132,52,46,67,,629,731,692,785,784,1020,753,587,437,539,,230293,261524,255528,268866,256495,253222,281576,260778,247761,328749
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",0,0,0,199,203,58,119,100,48,67,,2334,2879,3518,2560,3180,4518,6219,10214,5586,5889,,79223,81202,82919,77664,74481,82797,100054,109894,102870,148033
292620,"1-Cyanoguanidine """"dicyandiamide""""""""",0,0,0,0,0,0,0,0,0,67,,55,369,286,14,30,9,127,123,7,131,,23707,19071,18198,19939,16365,16391,30441,15492,14718,30393
901480,"Navigational instruments and apparatus (excluding for aeronautical or space navigation, compasses ...",149,63,200,106,51,142,186,63,60,67,,1220,2092,1741,1215,4598,3470,15101,7291,12013,29986,,235236,236285,228810,268067,216851,338552,422330,380160,399740,434328
551691,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",2,0,13,36,46,3,40,57,30,67,,0,0,10,0,94,170,2,0,5,8,,390,934,416,427,703,866,663,713,429,705
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",341,0,300,0,0,15,141,7,0,67,,113622,164603,108371,108681,109514,118973,124872,114291,108507,81512,,2884578,3594022,4934108,4061747,3377324,2502759,1845458,1568301,1299457,1327960
852729,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",0,0,0,0,8,0,0,31,22,66,,2235,3858,8120,3305,461,2808,18233,19071,7124,5895,,64251,67701,71782,65543,97481,102464,229132,222407,228452,331935
731419,"Woven cloth, incl. endless bands, of iron or steel wire (excluding stainless and woven products ...",2,11,87,0,0,5,23,0,31,66,,4469,4883,4020,2638,2497,3163,2945,2640,1968,3808,,23833,26192,29348,26314,18304,16830,22419,18585,23073,24307
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",36,96,632,210,155,545,237,129,94,66,,7117,10587,13070,11492,14462,16542,16120,17309,15443,21342,,131491,132332,144763,134417,130924,138147,161657,166958,137546,210187
722012,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",0,0,0,11,25,21,595,31,40,66,,845,1723,2360,4207,2280,4134,3493,2089,1429,1572,,8338,11307,9100,13479,20748,16979,11988,14093,7446,3864
850650,Lithium cells and batteries (excluding spent),104,0,123,69,535,400,116,31,22,66,,837,329,2794,2821,767,1935,1348,1805,570,8174,,283960,292652,328514,306452,309875,377599,391838,325092,312727,366095
290379,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens (excluding ...,1993,10,211,328,0,0,19,7,7,66,,0,1897,1772,1612,5506,13279,13554,6462,3581,4244,,22110,21013,21577,12692,19290,50489,45702,18712,11613,9555
960310,"Brooms and brushes, consisting of twigs or other vegetable materials bound together, with or ...",26,23,77,155,140,91,118,73,39,65,,2605,2295,2154,3677,3964,3246,3315,3320,3376,5558,,22251,21950,24214,25136,22831,20799,18709,16849,16404,14793
841931,Dryers for agricultural products,24,0,0,204,435,187,175,214,0,65,,3036,3817,4808,7439,6969,10186,16397,6702,7578,11018,,5625,15140,9061,7094,5701,8293,17774,23214,12444,8457
920991,"Parts and accessories for pianos, n.e.s.",9,8,5,49,47,67,74,31,23,65,,1436,63,17,21,4,5,9,2,4,7,,8022,7056,8393,7054,7125,6324,8142,8110,7552,12868
890710,Inflatable rafts,23,16,12,5,228,28,93,98,125,65,,385,25,186,127,118,394,478,239,342,1757,,44717,55510,65612,48789,55543,45172,55363,47683,37399,45362
551313,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",101,135,124,310,211,200,447,456,73,65,,1099,341,261,122,296,209,539,586,344,356,,2627,4197,2107,2670,1785,1522,2112,2434,1426,1075
551299,"Woven fabrics containing >= 85% synthetic staple fibres by weight, dyed, made of yarn of different ...",115,150,143,70,132,100,26,324,166,65,,16624,5095,7777,8840,8054,4400,3297,3315,1392,1460,,15028,11328,8874,8858,7459,8467,11795,15646,12052,7862
560290,"Felt, impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded ...",2,3,59,119,0,2,2,198,134,64,,301,184,160,408,107,286,586,1024,1060,796,,3213,5301,4952,8171,7262,5167,10470,12181,9529,7795
